Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly) 
 01/21  15:00:00,194754837.6123136,170762455.74525073 
 01/21  16:00:00,189925451.93401128,172682534.78176478 
 01/21  17:00:00,187103694.5283962,179225741.46733177 
 01/21  18:00:00,72195049.84618416,72195049.84618416 
 01/21  19:00:00,63802435.73714973,63802435.73714973 
 01/21  20:00:00,50308118.928650014,50308118.928650014 
 01/21  21:00:00,50308118.928650014,50308118.928650014 
 01/21  22:00:00,50308118.928650014,50308118.928650014 
 01/21  23:00:00,50308118.928650014,50308118.928650014 
 01/21  24:00:00,50308118.928650014,50308118.928650014 
 01/22  01:00:00,47850830.928650014,47850830.928650014 
 01/22  02:00:00,47850830.928650014,47850830.928650014 
 01/22  03:00:00,47850830.928650014,47850830.928650014 
 01/22  04:00:00,54628396.76462907,54628396.764629066 
 01/22  05:00:00,62691314.42153777,62691314.42153777 
 01/22  06:00:00,63002191.30190658,63002191.30190656 
 01/22  07:00:00,83137007.79600078,83137007.79600076 
 01/22  08:00:00,75836760.13378197,75554251.40506001 
 01/22  09:00:00,70201237.53889094,65805145.52285579 
 01/22  10:00:00,63900694.91123552,48056624.9167579 
 01/22  11:00:00,61097591.889899954,31659773.451237764 
 01/22  12:00:00,54990053.88087713,18732814.334891323 
 01/22  13:00:00,53691126.58322002,16295272.734785741 
 01/22  14:00:00,53401143.40384977,18925720.31867688 
 01/22  15:00:00,53907670.84606672,27134074.530722376 
 01/22  16:00:00,56445667.16136911,39389217.94224213 
 01/22  17:00:00,56471553.29521207,48331535.64340122 
 01/22  18:00:00,73542123.17102346,73542123.17102346 
 01/22  19:00:00,67802874.2492951,67802874.2492951 
 01/22  20:00:00,63911942.6875041,63911942.68750409 
 01/22  21:00:00,68766796.20104747,68766796.20104747 
 01/22  22:00:00,70292386.26107562,70292386.2610756 
 01/22  23:00:00,71198447.22517617,71198447.22517617 
 01/22  24:00:00,73128525.63692442,73128525.63692442 
 01/23  01:00:00,83791619.68758263,83791619.68758261 
 01/23  02:00:00,83236611.7816889,83236611.78168887 
 01/23  03:00:00,92996008.06369126,92996008.06369126 
 01/23  04:00:00,94745016.22645132,94745016.22645132 
 01/23  05:00:00,101773794.91113843,101773794.91113843 
 01/23  06:00:00,257256268.05755222,257256268.05755222 
 01/23  07:00:00,570208749.871582,570208749.871582 
 01/23  08:00:00,642844754.5951096,642697565.2619663 
 01/23  09:00:00,587068894.0408723,584091086.5662302 
 01/23  10:00:00,514519296.16332674,504309521.7533889 
 01/23  11:00:00,460177787.0836787,441727559.23614377 
 01/23  12:00:00,417798840.45602095,391867031.2918618 
 01/23  13:00:00,423727828.28450555,394477371.49341214 
 01/23  14:00:00,369488623.522019,343038132.12429816 
 01/23  15:00:00,345426551.9014991,323185444.7434343 
 01/23  16:00:00,332978198.6838517,316122830.7717907 
 01/23  17:00:00,321237615.26353514,312739664.20068485 
 01/23  18:00:00,375816383.33736753,375816383.3373676 
 01/23  19:00:00,365242492.3256456,365242492.3256456 
 01/23  20:00:00,345121502.8613254,345121502.8613254 
 01/23  21:00:00,351628565.51404727,351628565.5140472 
 01/23  22:00:00,360099149.41301423,360099149.41301423 
 01/23  23:00:00,76638389.2223021,76638389.2223021 
 01/23  24:00:00,72378950.7428459,72378950.7428459 
 01/24  01:00:00,59101491.97393255,59101491.97393255 
 01/24  02:00:00,59101491.97393255,59101491.97393255 
 01/24  03:00:00,66362455.04899055,66362455.04899053 
 01/24  04:00:00,67181380.43184261,67181380.4318426 
 01/24  05:00:00,74023028.22853765,74023028.22853765 
 01/24  06:00:00,182121277.2966432,182121277.29664323 
 01/24  07:00:00,468929879.64707315,468929879.6470732 
 01/24  08:00:00,555822282.4105109,555607713.0284572 
 01/24  09:00:00,476313173.27799654,471563459.1226987 
 01/24  10:00:00,392545364.5119161,376067876.4056045 
 01/24  11:00:00,338253232.8697531,311093543.23230225 
 01/24  12:00:00,307841223.9290251,271643708.10795724 
 01/24  13:00:00,332469806.72657835,292785235.77743876 
 01/24  14:00:00,283526253.43625504,250135645.99369445 
 01/24  15:00:00,265147587.40378797,240349740.60604304 
 01/24  16:00:00,264510087.74462104,249198939.74713662 
 01/24  17:00:00,270991261.1320564,264847062.79976583 
 01/24  18:00:00,296336836.71643925,295826462.851037 
 01/24  19:00:00,280542508.53844637,280542508.5384463 
 01/24  20:00:00,268297441.8301267,268297441.83012664 
 01/24  21:00:00,268179586.11041123,268179586.11041123 
 01/24  22:00:00,272511452.5646908,272511452.5646908 
 01/24  23:00:00,76638389.2223021,76638389.2223021 
 01/24  24:00:00,72378950.7428459,72378950.7428459 
 01/25  01:00:00,59101491.97393255,59101491.97393255 
 01/25  02:00:00,59101491.97393255,59101491.97393255 
 01/25  03:00:00,59101491.97393255,59101491.97393255 
 01/25  04:00:00,59101491.97393255,59101491.97393255 
 01/25  05:00:00,59101491.97393255,59101491.97393255 
 01/25  06:00:00,87871039.52782477,87871039.52782476 
 01/25  07:00:00,321882849.0709748,321882849.0709749 
 01/25  08:00:00,428370746.66200614,428203218.2331762 
 01/25  09:00:00,365152092.06663346,361198937.1635559 
 01/25  10:00:00,304136538.4073316,288855910.23163295 
 01/25  11:00:00,271369477.4388975,244534481.8474201 
 01/25  12:00:00,257458577.21933964,225624755.6175568 
 01/25  13:00:00,285157283.7302242,253010233.10240018 
 01/25  14:00:00,244568652.82153565,214176460.93435156 
 01/25  15:00:00,229611721.00636482,202954659.6214615 
 01/25  16:00:00,225863656.5712491,205976307.0481512 
 01/25  17:00:00,226493334.80936635,217669177.01926494 
 01/25  18:00:00,227002228.13224304,226471644.88030982 
 01/25  19:00:00,200721870.7145031,200721870.71450305 
 01/25  20:00:00,202302124.98469383,202302124.98469377 
 01/25  21:00:00,205498770.57314634,205498770.57314625 
 01/25  22:00:00,211232020.1685821,211232020.16858205 
 01/25  23:00:00,76638389.2223021,76638389.2223021 
 01/25  24:00:00,72378950.7428459,72378950.7428459 
 01/26  01:00:00,59101491.97393255,59101491.97393255 
 01/26  02:00:00,59101491.97393255,59101491.97393255 
 01/26  03:00:00,59101491.97393255,59101491.97393255 
 01/26  04:00:00,59101491.97393255,59101491.97393255 
 01/26  05:00:00,59101491.97393255,59101491.97393255 
 01/26  06:00:00,60139775.3689941,60139775.3689941 
 01/26  07:00:00,237666254.76288006,237666254.76288003 
 01/26  08:00:00,365049067.9739909,364956094.04378235 
 01/26  09:00:00,316316512.6189209,312834395.31900495 
 01/26  10:00:00,270585799.18722004,258747132.8921236 
 01/26  11:00:00,246897820.99401057,231375178.24442455 
 01/26  12:00:00,245766966.31042176,229935697.23476213 
 01/26  13:00:00,279190692.5842638,257822592.0339903 
 01/26  14:00:00,244843148.99120122,221724851.12863904 
 01/26  15:00:00,243771379.56962967,227700740.1380012 
 01/26  16:00:00,258361338.4081406,249308512.07757 
 01/26  17:00:00,272517944.1035868,268183873.33085233 
 01/26  18:00:00,280031312.7478916,279679453.5858267 
 01/26  19:00:00,249378342.897888,249378342.89788795 
 01/26  20:00:00,233360247.8962528,233360247.89625275 
 01/26  21:00:00,223284318.86292887,223284318.86292893 
 01/26  22:00:00,222762555.09692153,222762555.09692147 
 01/26  23:00:00,76638389.2223021,76638389.2223021 
 01/26  24:00:00,72378950.7428459,72378950.7428459 
 01/27  01:00:00,59101491.97393255,59101491.97393255 
 01/27  02:00:00,59101491.97393255,59101491.97393255 
 01/27  03:00:00,59101491.97393255,59101491.97393255 
 01/27  04:00:00,59101491.97393255,59101491.97393255 
 01/27  05:00:00,59101491.97393255,59101491.97393255 
 01/27  06:00:00,93386558.87116556,93386558.87116556 
 01/27  07:00:00,277662080.0169759,277662080.0169759 
 01/27  08:00:00,386677081.9395247,386559111.1673858 
 01/27  09:00:00,334944641.0842628,330981702.81804544 
 01/27  10:00:00,283130548.4276391,268541788.7021054 
 01/27  11:00:00,260406325.79030722,236101870.4737657 
 01/27  12:00:00,253274179.00916088,225813361.01254162 
 01/27  13:00:00,283448818.41186315,258179754.28605303 
 01/27  14:00:00,250657485.8662291,226493677.17580327 
 01/27  15:00:00,235133156.76789206,213551443.71326673 
 01/27  16:00:00,235447490.61029637,220617633.0736412 
 01/27  17:00:00,240453347.87822008,233530684.9764934 
 01/27  18:00:00,246269478.2873856,245728087.552267 
 01/27  19:00:00,216305713.58085737,216305713.58085737 
 01/27  20:00:00,209417301.46310973,209417301.46310967 
 01/27  21:00:00,214422359.99291742,214422359.99291742 
 01/27  22:00:00,220747944.1253903,220747944.1253903 
 01/27  23:00:00,76638389.2223021,76638389.2223021 
 01/27  24:00:00,72378950.7428459,72378950.7428459 
 01/28  01:00:00,47850830.928650014,47850830.928650014 
 01/28  02:00:00,47850830.928650014,47850830.928650014 
 01/28  03:00:00,47850830.928650014,47850830.928650014 
 01/28  04:00:00,47850830.928650014,47850830.928650014 
 01/28  05:00:00,47850830.928650014,47850830.928650014 
 01/28  06:00:00,104480723.28011109,104480723.2801111 
 01/28  07:00:00,306736144.5165036,306736144.5165035 
 01/28  08:00:00,354474418.2883598,354394048.28061444 
 01/28  09:00:00,307588884.544278,305317357.78371143 
 01/28  10:00:00,278121663.0753076,268822966.1122151 
 01/28  11:00:00,239858634.13924783,218077246.32468826 
 01/28  12:00:00,211651966.3283225,178336641.38946122 
 01/28  13:00:00,178607313.03516996,140083265.713826 
 01/28  14:00:00,165827536.88670313,130088221.32011124 
 01/28  15:00:00,151973721.93087482,125854488.53934984 
 01/28  16:00:00,151057102.2319332,136093710.99250627 
 01/28  17:00:00,159044321.33289728,153137116.9312438 
 01/28  18:00:00,69858740.06996794,69433503.1171355 
 01/28  19:00:00,63802435.73714973,63802435.73714973 
 01/28  20:00:00,50308118.928650014,50308118.928650014 
 01/28  21:00:00,50308118.928650014,50308118.928650014 
 01/28  22:00:00,50308118.928650014,50308118.928650014 
 01/28  23:00:00,50308118.928650014,50308118.928650014 
 01/28  24:00:00,50308118.928650014,50308118.928650014 
 01/29  01:00:00,47850830.928650014,47850830.928650014 
 01/29  02:00:00,47850830.928650014,47850830.928650014 
 01/29  03:00:00,47850830.928650014,47850830.928650014 
 01/29  04:00:00,47850830.928650014,47850830.928650014 
 01/29  05:00:00,47850830.928650014,47850830.928650014 
 01/29  06:00:00,47850830.928650014,47850830.928650014 
 01/29  07:00:00,63802435.73714973,63802435.73714973 
 01/29  08:00:00,59665529.554008365,59586388.67301351 
 01/29  09:00:00,52106612.699740484,49246684.101044476 
 01/29  10:00:00,55877278.613637805,44889998.85331855 
 01/29  11:00:00,58386020.269938804,37810991.29815483 
 01/29  12:00:00,63228121.183814466,35089349.08836175 
 01/29  13:00:00,64759176.956988096,35978072.818226606 
 01/29  14:00:00,64282641.041902274,40697274.17518346 
 01/29  15:00:00,64996886.39725041,44897495.92269333 
 01/29  16:00:00,68435081.27060552,53169507.30218732 
 01/29  17:00:00,70100878.14438656,62402153.26225503 
 01/29  18:00:00,87525947.40641853,86887936.45797518 
 01/29  19:00:00,84319585.079994,84319585.079994 
 01/29  20:00:00,83577801.63174856,83577801.63174856 
 01/29  21:00:00,75784308.97536528,75784308.97536527 
 01/29  22:00:00,75990780.99569896,75990780.99569896 
 01/29  23:00:00,74924431.97464195,74924431.97464193 
 01/29  24:00:00,78742342.68338597,78742342.68338597 
 01/30  01:00:00,83793728.12128052,83793728.1212805 
 01/30  02:00:00,84516292.16642828,84516292.16642828 
 01/30  03:00:00,83625051.10601398,83625051.10601395 
 01/30  04:00:00,85617761.52571017,85617761.52571014 
 01/30  05:00:00,89429843.7970857,89429843.79708567 
 01/30  06:00:00,260591936.06027883,260591936.0602788 
 01/30  07:00:00,552998844.8327608,552998844.8327608 
 01/30  08:00:00,624731291.534517,624460901.2138762 
 01/30  09:00:00,543557510.5700109,538761676.4647504 
 01/30  10:00:00,447641430.73185444,432713491.59103715 
 01/30  11:00:00,382182725.28426576,358170545.65631413 
 01/30  12:00:00,338773126.25555277,305903709.09077823 
 01/30  13:00:00,357752132.6704345,319950476.7383983 
 01/30  14:00:00,277056631.71442556,240812840.8788142 
 01/30  15:00:00,249207360.78691363,218901588.95586583 
 01/30  16:00:00,244446817.3735761,224302410.04553652 
 01/30  17:00:00,244216654.0460587,235121411.10486344 
 01/30  18:00:00,278693464.09295106,278098777.9293357 
 01/30  19:00:00,244466332.9591141,244466332.95911407 
 01/30  20:00:00,240228383.26878807,240228383.26878798 
 01/30  21:00:00,237392029.77574775,237392029.77574778 
 01/30  22:00:00,241653492.75290263,241653492.7529026 
 01/30  23:00:00,76638389.2223021,76638389.2223021 
 01/30  24:00:00,72378950.7428459,72378950.7428459 
 01/31  01:00:00,59101491.97393255,59101491.97393255 
 01/31  02:00:00,59101491.97393255,59101491.97393255 
 01/31  03:00:00,59101491.97393255,59101491.97393255 
 01/31  04:00:00,59101491.97393255,59101491.97393255 
 01/31  05:00:00,59101491.97393255,59101491.97393255 
 01/31  06:00:00,60139775.3689941,60139775.3689941 
 01/31  07:00:00,253588708.74147838,253588708.74147835 
 01/31  08:00:00,395010626.7688987,394890856.0724653 
 01/31  09:00:00,333568012.0640656,331177481.8968939 
 01/31  10:00:00,290072776.2795238,282281395.845306 
 01/31  11:00:00,269254786.55165064,254125933.22027186 
 01/31  12:00:00,256067142.75113556,233338845.7362306 
 01/31  13:00:00,283205733.32301444,257745850.98656568 
 01/31  14:00:00,244255498.4221235,222384081.9943279 
 01/31  15:00:00,236259996.99762893,219272366.42371833 
 01/31  16:00:00,236316392.37457892,225644866.53345296 
 01/31  17:00:00,235564857.36390096,230634420.38684046 
 01/31  18:00:00,232414064.01691824,232002091.72316426 
 01/31  19:00:00,190346050.68222436,190346050.6822244 
 01/31  20:00:00,183614819.76350307,183614819.76350307 
 01/31  21:00:00,175710062.98258346,175710062.9825835 
 01/31  22:00:00,178620174.87982517,178620174.87982517 
 01/31  23:00:00,76638389.2223021,76638389.2223021 
 01/31  24:00:00,72378950.7428459,72378950.7428459 
 02/01  01:00:00,59101491.97393255,59101491.97393255 
 02/01  02:00:00,59101491.97393255,59101491.97393255 
 02/01  03:00:00,59101491.97393255,59101491.97393255 
 02/01  04:00:00,59101491.97393255,59101491.97393255 
 02/01  05:00:00,59101491.97393255,59101491.97393255 
 02/01  06:00:00,65102707.61526036,65102707.61526036 
 02/01  07:00:00,243526384.53213745,243526384.53213745 
 02/01  08:00:00,357707648.3926969,357525320.1228095 
 02/01  09:00:00,328053496.97614115,324012864.9151647 
 02/01  10:00:00,278439262.9511527,264690444.4775446 
 02/01  11:00:00,252731216.5982055,229319032.19654202 
 02/01  12:00:00,245085884.94550273,215990854.04865506 
 02/01  13:00:00,271656687.07150954,241839635.25242972 
 02/01  14:00:00,237147172.30218357,208599507.04630265 
 02/01  15:00:00,227488066.56303075,202901232.36375257 
 02/01  16:00:00,228483252.03797302,210885718.67547095 
 02/01  17:00:00,232031683.83223525,222493877.27344123 
 02/01  18:00:00,225665032.08464053,224241530.2152609 
 02/01  19:00:00,200445298.92359754,200445298.92359754 
 02/01  20:00:00,195020402.8465844,195020402.84658438 
 02/01  21:00:00,194524141.54453295,194524141.54453295 
 02/01  22:00:00,202971115.88905847,202971115.88905847 
 02/01  23:00:00,76638389.2223021,76638389.2223021 
 02/01  24:00:00,72378950.7428459,72378950.7428459 
 02/02  01:00:00,59101491.97393255,59101491.97393255 
 02/02  02:00:00,59101491.97393255,59101491.97393255 
 02/02  03:00:00,59101491.97393255,59101491.97393255 
 02/02  04:00:00,59101491.97393255,59101491.97393255 
 02/02  05:00:00,59101491.97393255,59101491.97393255 
 02/02  06:00:00,77221775.02462742,77221775.02462742 
 02/02  07:00:00,238388042.77671698,238388042.77671698 
 02/02  08:00:00,348275736.3885362,348105273.73807335 
 02/02  09:00:00,327034484.3653261,324492518.1417061 
 02/02  10:00:00,289505891.38689697,282664460.576263 
 02/02  11:00:00,271432040.5729686,258409085.38562799 
 02/02  12:00:00,259242798.60347188,239495210.40326563 
 02/02  13:00:00,282858677.2280629,260121251.203672 
 02/02  14:00:00,251239488.54729295,231886405.30748513 
 02/02  15:00:00,243168565.06956148,230654479.8378789 
 02/02  16:00:00,242924081.33583984,234632144.33121842 
 02/02  17:00:00,243377823.34460232,239016168.06605116 
 02/02  18:00:00,244756482.97692406,244179310.05348536 
 02/02  19:00:00,213744434.09303024,213744434.0930302 
 02/02  20:00:00,202689592.28994444,202689592.28994444 
 02/02  21:00:00,201130639.02800378,201130639.02800375 
 02/02  22:00:00,204705498.5926802,204705498.59268016 
 02/02  23:00:00,76638389.2223021,76638389.2223021 
 02/02  24:00:00,72378950.7428459,72378950.7428459 
 02/03  01:00:00,59101491.97393255,59101491.97393255 
 02/03  02:00:00,59101491.97393255,59101491.97393255 
 02/03  03:00:00,59101491.97393255,59101491.97393255 
 02/03  04:00:00,59101491.97393255,59101491.97393255 
 02/03  05:00:00,59101491.97393255,59101491.97393255 
 02/03  06:00:00,60139775.3689941,60139775.3689941 
 02/03  07:00:00,233227554.58386236,233227554.5838623 
 02/03  08:00:00,358876567.7620429,358642843.7862497 
 02/03  09:00:00,318079050.21728003,312507280.2820034 
 02/03  10:00:00,271964416.48508835,252528614.54647452 
 02/03  11:00:00,253738175.571539,221101844.8768198 
 02/03  12:00:00,245885400.24877006,202498299.21729538 
 02/03  13:00:00,277595759.6771224,227471034.66738343 
 02/03  14:00:00,231374810.03039765,183180787.0238045 
 02/03  15:00:00,223872118.5498969,185295830.85500696 
 02/03  16:00:00,224270929.65607086,200078951.9233778 
 02/03  17:00:00,227091329.99808693,215669964.77129713 
 02/03  18:00:00,221451315.57849813,219916294.99824598 
 02/03  19:00:00,187164014.99005142,187164014.99005142 
 02/03  20:00:00,184249115.5911191,184249115.59111914 
 02/03  21:00:00,178938456.42856726,178938456.42856726 
 02/03  22:00:00,186115021.6599337,186115021.6599337 
 02/03  23:00:00,76638389.2223021,76638389.2223021 
 02/03  24:00:00,72378950.7428459,72378950.7428459 
 02/04  01:00:00,47850830.928650014,47850830.928650014 
 02/04  02:00:00,47850830.928650014,47850830.928650014 
 02/04  03:00:00,47850830.928650014,47850830.928650014 
 02/04  04:00:00,47850830.928650014,47850830.928650014 
 02/04  05:00:00,47850830.928650014,47850830.928650014 
 02/04  06:00:00,47850830.928650014,47850830.928650014 
 02/04  07:00:00,186838871.92685023,186838871.92685023 
