building_id,district,n_floors,dwellings_total,n_groups,n_transitions,n_dwelling_count_changes,engine_status,geometry_outcome
way/435638262,ES-MAD-BERRUGUETE,5,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435638263,ES-MAD-BERRUGUETE,4,5,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435638396,ES-MAD-BERRUGUETE,4,14,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/435638398,ES-MAD-BERRUGUETE,4,4,4.0,3.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435638858,ES-MAD-BERRUGUETE,5,18,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435638860,ES-MAD-BERRUGUETE,5,7,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435638862,ES-MAD-BERRUGUETE,4,7,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/435638864,ES-MAD-BERRUGUETE,5,9,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435638870,ES-MAD-BERRUGUETE,4,20,4.0,3.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435639062,ES-MAD-BERRUGUETE,5,10,5.0,4.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435639063,ES-MAD-BERRUGUETE,5,14,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435639065,ES-MAD-BERRUGUETE,5,18,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435639066,ES-MAD-BERRUGUETE,4,14,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435639071,ES-MAD-BERRUGUETE,4,10,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/435639073,ES-MAD-BERRUGUETE,2,3,2.0,1.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/435639077,ES-MAD-BERRUGUETE,5,20,5.0,4.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435639200,ES-MAD-BERRUGUETE,5,60,5.0,4.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435639201,ES-MAD-BERRUGUETE,5,9,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435639202,ES-MAD-BERRUGUETE,4,18,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435639204,ES-MAD-BERRUGUETE,5,8,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435639205,ES-MAD-BERRUGUETE,2,8,2.0,1.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435639206,ES-MAD-BERRUGUETE,4,14,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435639207,ES-MAD-BERRUGUETE,2,4,2.0,1.0,0,EMITTED,DWELLING_LAYOUT_EMITTED
way/435639208,ES-MAD-BERRUGUETE,5,16,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435822216,ES-MAD-BERRUGUETE,5,19,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435822217,ES-MAD-BERRUGUETE,2,19,,,1,FALLBACK,FALLBACK_PENDING_LAYOUT
way/435822218,ES-MAD-BERRUGUETE,4,6,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435822219,ES-MAD-BERRUGUETE,4,3,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/435822220,ES-MAD-BERRUGUETE,4,7,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435822222,ES-MAD-BERRUGUETE,4,8,4.0,3.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435822224,ES-MAD-BERRUGUETE,2,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435822225,ES-MAD-BERRUGUETE,4,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/435822228,ES-MAD-BERRUGUETE,4,8,4.0,3.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435822229,ES-MAD-BERRUGUETE,5,11,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435822364,ES-MAD-BERRUGUETE,5,28,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435822365,ES-MAD-BERRUGUETE,4,8,4.0,3.0,0,EMITTED,DWELLING_LAYOUT_EMITTED
way/435822366,ES-MAD-BERRUGUETE,4,6,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435822367,ES-MAD-BERRUGUETE,6,32,6.0,5.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435823567,ES-MAD-BERRUGUETE,5,14,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435823568,ES-MAD-BERRUGUETE,3,8,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435823569,ES-MAD-BERRUGUETE,3,18,3.0,2.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435823571,ES-MAD-BERRUGUETE,5,10,5.0,4.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435823572,ES-MAD-BERRUGUETE,3,7,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/435823575,ES-MAD-BERRUGUETE,3,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435823576,ES-MAD-BERRUGUETE,3,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/435823577,ES-MAD-BERRUGUETE,4,14,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435823578,ES-MAD-BERRUGUETE,2,14,2.0,1.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435823582,ES-MAD-BERRUGUETE,5,12,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/435927686,ES-MAD-BERRUGUETE,4,19,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435927690,ES-MAD-BERRUGUETE,4,11,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435927692,ES-MAD-BERRUGUETE,3,5,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/435927693,ES-MAD-BERRUGUETE,6,45,6.0,5.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/435927694,ES-MAD-BERRUGUETE,5,24,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435927695,ES-MAD-BERRUGUETE,3,19,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435929951,ES-MAD-BERRUGUETE,7,3,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/435929952,ES-MAD-BERRUGUETE,4,3,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/435929953,ES-MAD-BERRUGUETE,5,26,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/435929954,ES-MAD-BERRUGUETE,4,9,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/435930648,ES-MAD-BERRUGUETE,5,25,5.0,4.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435930649,ES-MAD-BERRUGUETE,5,25,5.0,4.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435930650,ES-MAD-BERRUGUETE,5,24,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435932081,ES-MAD-BERRUGUETE,4,11,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435932082,ES-MAD-BERRUGUETE,3,8,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/435932083,ES-MAD-BERRUGUETE,2,7,2.0,1.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435932205,ES-MAD-BERRUGUETE,3,3,3.0,2.0,0,EMITTED,DWELLING_LAYOUT_EMITTED
way/435932206,ES-MAD-BERRUGUETE,3,4,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/435932207,ES-MAD-BERRUGUETE,4,12,4.0,3.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435932208,ES-MAD-BERRUGUETE,2,2,2.0,1.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435932451,ES-MAD-BERRUGUETE,4,15,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435932452,ES-MAD-BERRUGUETE,4,8,4.0,3.0,0,EMITTED,DWELLING_LAYOUT_EMITTED
way/435938302,ES-MAD-BERRUGUETE,3,18,3.0,2.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435941306,ES-MAD-BERRUGUETE,4,9,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435941312,ES-MAD-BERRUGUETE,4,10,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435941314,ES-MAD-BERRUGUETE,4,8,4.0,3.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435941321,ES-MAD-BERRUGUETE,3,2,2.0,1.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435941324,ES-MAD-BERRUGUETE,3,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435943258,ES-MAD-BERRUGUETE,5,21,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435943261,ES-MAD-BERRUGUETE,5,6,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435943791,ES-MAD-BERRUGUETE,3,2,2.0,1.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435943792,ES-MAD-BERRUGUETE,3,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435943795,ES-MAD-BERRUGUETE,4,3,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/435943802,ES-MAD-BERRUGUETE,4,3,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/542783222,ES-MAD-BERRUGUETE,8,20,8.0,7.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/660242768,ES-MAD-BERRUGUETE,2,7,2.0,1.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/671908209,ES-MAD-BERRUGUETE,8,60,8.0,7.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/941927213,ES-MAD-BERRUGUETE,4,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/941927214,ES-MAD-BERRUGUETE,5,14,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/941927215,ES-MAD-BERRUGUETE,5,4,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/941927218,ES-MAD-BERRUGUETE,2,3,2.0,1.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/941927220,ES-MAD-BERRUGUETE,2,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/941927221,ES-MAD-BERRUGUETE,3,3,3.0,2.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/941927229,ES-MAD-BERRUGUETE,5,13,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/941927230,ES-MAD-BERRUGUETE,5,4,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/941927231,ES-MAD-BERRUGUETE,3,2,2.0,1.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/941927232,ES-MAD-BERRUGUETE,3,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/941927233,ES-MAD-BERRUGUETE,3,4,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/941927234,ES-MAD-BERRUGUETE,3,7,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/941927235,ES-MAD-BERRUGUETE,3,4,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/941927239,ES-MAD-BERRUGUETE,3,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/941927241,ES-MAD-BERRUGUETE,3,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/941927243,ES-MAD-BERRUGUETE,3,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/941927244,ES-MAD-BERRUGUETE,3,3,3.0,2.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/941927245,ES-MAD-BERRUGUETE,2,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/941927246,ES-MAD-BERRUGUETE,3,3,3.0,2.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/941927247,ES-MAD-BERRUGUETE,3,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/941927248,ES-MAD-BERRUGUETE,3,2,2.0,1.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/941927249,ES-MAD-BERRUGUETE,2,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/941927250,ES-MAD-BERRUGUETE,3,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/941927251,ES-MAD-BERRUGUETE,2,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/941927252,ES-MAD-BERRUGUETE,3,4,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/941927253,ES-MAD-BERRUGUETE,3,5,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/941927254,ES-MAD-BERRUGUETE,5,15,5.0,4.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/942352867,ES-MAD-BERRUGUETE,4,6,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/942352868,ES-MAD-BERRUGUETE,4,12,4.0,3.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/942352869,ES-MAD-BERRUGUETE,3,7,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/942352870,ES-MAD-BERRUGUETE,4,9,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/942352871,ES-MAD-BERRUGUETE,4,8,4.0,3.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/942352872,ES-MAD-BERRUGUETE,2,9,2.0,1.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/942352873,ES-MAD-BERRUGUETE,4,9,,,1,FALLBACK,FALLBACK_PENDING_LAYOUT
way/942352876,ES-MAD-BERRUGUETE,5,26,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/942352877,ES-MAD-BERRUGUETE,5,14,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/942352878,ES-MAD-BERRUGUETE,5,7,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/942352881,ES-MAD-BERRUGUETE,2,30,,,0,REFUSED_K_GT_12,FALLBACK_PENDING_LAYOUT
way/942642640,ES-MAD-BERRUGUETE,3,7,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/942666508,ES-MAD-BERRUGUETE,2,6,2.0,1.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/942677962,ES-MAD-BERRUGUETE,4,7,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/942968868,ES-MAD-BERRUGUETE,4,6,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/942968869,ES-MAD-BERRUGUETE,4,15,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/942968870,ES-MAD-BERRUGUETE,2,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/942968871,ES-MAD-BERRUGUETE,3,12,3.0,2.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/942968873,ES-MAD-BERRUGUETE,4,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/942968877,ES-MAD-BERRUGUETE,2,17,2.0,1.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/942968878,ES-MAD-BERRUGUETE,2,2,2.0,1.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/947890583,ES-MAD-BERRUGUETE,4,79,,,1,REFUSED_K_GT_12,FALLBACK_PENDING_LAYOUT
way/947921662,ES-MAD-BERRUGUETE,4,12,4.0,3.0,0,EMITTED,DWELLING_LAYOUT_EMITTED
way/948239061,ES-MAD-BERRUGUETE,5,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/948239067,ES-MAD-BERRUGUETE,4,5,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/948239068,ES-MAD-BERRUGUETE,4,6,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/948836434,ES-MAD-BERRUGUETE,3,9,3.0,2.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/949370797,ES-MAD-BERRUGUETE,3,6,3.0,2.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/949370798,ES-MAD-BERRUGUETE,3,5,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/949683581,ES-MAD-BERRUGUETE,3,4,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/950132498,ES-MAD-BERRUGUETE,4,6,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/950143786,ES-MAD-BERRUGUETE,4,10,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/952996070,ES-MAD-BERRUGUETE,4,14,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/952996071,ES-MAD-BERRUGUETE,4,8,4.0,3.0,0,EMITTED,DWELLING_LAYOUT_EMITTED
way/952996072,ES-MAD-BERRUGUETE,2,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/953381371,ES-MAD-BERRUGUETE,2,8,2.0,1.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/953381372,ES-MAD-BERRUGUETE,4,8,4.0,3.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/953381373,ES-MAD-BERRUGUETE,4,6,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/953381375,ES-MAD-BERRUGUETE,4,6,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/953381376,ES-MAD-BERRUGUETE,4,6,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/953381378,ES-MAD-BERRUGUETE,4,10,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/953381380,ES-MAD-BERRUGUETE,4,8,4.0,3.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/953381381,ES-MAD-BERRUGUETE,4,6,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/955886067,ES-MAD-BERRUGUETE,5,8,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/955886068,ES-MAD-BERRUGUETE,5,8,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/955886073,ES-MAD-BERRUGUETE,3,8,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/956365709,ES-MAD-BERRUGUETE,2,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/956365732,ES-MAD-BERRUGUETE,4,15,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/956615879,ES-MAD-BERRUGUETE,4,12,4.0,3.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/956615880,ES-MAD-BERRUGUETE,5,8,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/956615885,ES-MAD-BERRUGUETE,4,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/957114523,ES-MAD-BERRUGUETE,4,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/957452701,ES-MAD-BERRUGUETE,1,1,1.0,0.0,0,EMITTED,DWELLING_LAYOUT_EMITTED
way/957452704,ES-MAD-BERRUGUETE,5,4,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/957480058,ES-MAD-BERRUGUETE,3,2,2.0,1.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/957480063,ES-MAD-BERRUGUETE,3,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/957551186,ES-MAD-BERRUGUETE,3,30,3.0,2.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/957650433,ES-MAD-BERRUGUETE,2,3,2.0,1.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/957650434,ES-MAD-BERRUGUETE,3,3,3.0,2.0,0,EMITTED,DWELLING_LAYOUT_EMITTED
way/957650438,ES-MAD-BERRUGUETE,4,4,4.0,3.0,0,EMITTED,DWELLING_LAYOUT_EMITTED
way/957650440,ES-MAD-BERRUGUETE,3,2,2.0,1.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/957650449,ES-MAD-BERRUGUETE,5,10,5.0,4.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/957847558,ES-MAD-BERRUGUETE,3,6,3.0,2.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/957847559,ES-MAD-BERRUGUETE,7,40,7.0,6.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/957847560,ES-MAD-BERRUGUETE,7,11,7.0,6.0,1,EMITTED,DWELLING_LAYOUT_EMITTED
way/965605235,ES-MAD-BERRUGUETE,4,4,4.0,3.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/965605236,ES-MAD-BERRUGUETE,4,7,,,1,FALLBACK,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
way/965605237,ES-MAD-BERRUGUETE,4,7,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
way/965605238,ES-MAD-BERRUGUETE,3,4,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/965605241,ES-MAD-BERRUGUETE,4,4,4.0,3.0,0,EMITTED,DWELLING_LAYOUT_EMITTED
way/965605242,ES-MAD-BERRUGUETE,4,6,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/965605243,ES-MAD-BERRUGUETE,5,13,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
