building_id,class,building_tag,footprint_area_m2,levels,height_m,height_source,year_built,eui_kwh_m2,eui_status,geometry_outcome
30051,residential,Edificio generico,231.1,,9.0,assumed 9.0 m,,43.16,simulated,dwelling layout (imputed)
31588,residential,Edificio generico,168.1,,9.0,assumed 9.0 m,,50.11,simulated,dwelling layout (imputed)
31597,residential,Edificio generico,25.2,,9.0,assumed 9.0 m,,59.77,simulated,geometry-limited massing box
31598,residential,Edificio generico,27.8,,9.0,assumed 9.0 m,,52.65,simulated,dwelling layout (imputed)
32632,residential,Edificio generico,93.5,,9.0,assumed 9.0 m,,43.75,simulated,geometry-limited massing box
31421,residential,Edificio generico,320.5,,9.0,assumed 9.0 m,,39.19,simulated,dwelling layout (imputed)
31911,residential,Edificio generico,238.9,,9.0,assumed 9.0 m,,49.42,simulated,geometry-limited massing box
30298,residential,Edificio generico,323.1,,9.0,assumed 9.0 m,,47.61,simulated,geometry-limited massing box
31435,residential,Edificio generico,270.1,,9.0,assumed 9.0 m,,49.64,simulated,geometry-limited massing box
31610,residential,Edificio generico,1488.0,,9.0,assumed 9.0 m,,45.7,simulated,dwelling layout (imputed)
31611,residential,Edificio generico,191.4,,9.0,assumed 9.0 m,,48.93,simulated,dwelling layout (imputed)
31620,residential,Edificio generico,227.6,,9.0,assumed 9.0 m,,,not simulated,
31628,residential,Edificio generico,225.6,,9.0,assumed 9.0 m,,53.94,simulated,geometry-limited massing box
31550,residential,Edificio generico,295.7,,9.0,assumed 9.0 m,,45.94,simulated,geometry-limited massing box
31562,residential,Edificio generico,121.6,,9.0,assumed 9.0 m,,77.64,simulated,dwelling layout (imputed)
32909,residential,Edificio generico,528.0,,9.0,assumed 9.0 m,,49.32,simulated,dwelling layout (imputed)
31607,residential,Edificio generico,456.9,,9.0,assumed 9.0 m,,53.06,simulated,dwelling layout (imputed)
31461,residential,Edificio generico,204.0,,9.0,assumed 9.0 m,,62.56,simulated,geometry-limited massing box
32840,residential,Edificio generico,32.8,,9.0,assumed 9.0 m,,91.36,simulated,geometry-limited massing box
32844,residential,Edificio generico,115.8,,9.0,assumed 9.0 m,,83.9,simulated,dwelling layout (imputed)
30390,residential,Edificio generico,533.3,,9.0,assumed 9.0 m,,44.97,simulated,geometry-limited massing box
31512,residential,Edificio generico,276.7,,9.0,assumed 9.0 m,,69.71,simulated,dwelling layout (imputed)
30030,residential,Edificio generico,707.4,,9.0,assumed 9.0 m,,48.64,simulated,geometry-limited massing box
30130,residential,Edificio generico,1515.0,,9.0,assumed 9.0 m,,48.13,simulated,geometry-limited massing box
31410,residential,Edificio generico,532.6,,9.0,assumed 9.0 m,,45.6,simulated,geometry-limited massing box
31415,residential,Edificio generico,197.7,,9.0,assumed 9.0 m,,95.7,simulated,dwelling layout (imputed)
32952,residential,Edificio generico,181.0,,9.0,assumed 9.0 m,,61.51,simulated,dwelling layout (imputed)
31831,residential,Edificio generico,27.9,,9.0,assumed 9.0 m,,238.42,simulated,dwelling layout (imputed)
31701,residential,Edificio generico,251.2,,9.0,assumed 9.0 m,,46.89,simulated,geometry-limited massing box
31710,residential,Edificio generico,82.1,,9.0,assumed 9.0 m,,55.4,simulated,geometry-limited massing box
33320,residential,Edificio generico,401.3,,9.0,assumed 9.0 m,,,not simulated,
32760,residential,Edificio generico,173.7,,9.0,assumed 9.0 m,,43.84,simulated,geometry-limited massing box
32607,residential,Edificio generico,148.1,,9.0,assumed 9.0 m,,49.92,simulated,dwelling layout (imputed)
32610,residential,Edificio generico,117.4,,9.0,assumed 9.0 m,,55.79,simulated,geometry-limited massing box
31326,residential,Edificio generico,301.0,,9.0,assumed 9.0 m,,47.31,simulated,dwelling layout (imputed)
31331,residential,Edificio generico,361.3,,9.0,assumed 9.0 m,,,not simulated,
33327,residential,Edificio generico,686.8,,9.0,assumed 9.0 m,,49.15,simulated,geometry-limited massing box
31478,residential,Edificio generico,120.1,,9.0,assumed 9.0 m,,,not simulated,
32687,residential,Edificio generico,918.6,,9.0,assumed 9.0 m,,47.89,simulated,dwelling layout (imputed)
32702,residential,Edificio generico,26.2,,9.0,assumed 9.0 m,,100.45,simulated,geometry-limited massing box
33229,residential,Edificio generico,875.5,,9.0,assumed 9.0 m,,46.66,simulated,dwelling layout (imputed)
32946,residential,Edificio generico,30.0,,9.0,assumed 9.0 m,,53.55,simulated,dwelling layout (imputed)
32948,residential,Edificio generico,210.5,,9.0,assumed 9.0 m,,,not simulated,
32617,residential,Edificio generico,185.6,,9.0,assumed 9.0 m,,67.54,simulated,dwelling layout (imputed)
32622,residential,Edificio generico,78.8,,9.0,assumed 9.0 m,,64.65,simulated,geometry-limited massing box
33354,residential,Edificio generico,315.2,,9.0,assumed 9.0 m,,53.19,simulated,geometry-limited massing box
31856,residential,Edificio generico,302.0,,9.0,assumed 9.0 m,,53.75,simulated,geometry-limited massing box
32041,residential,Edificio generico,1282.0,,9.0,assumed 9.0 m,,44.58,simulated,dwelling layout (imputed)
27550,residential,Edificio generico,98.2,,9.0,assumed 9.0 m,,41.25,simulated,dwelling layout (imputed)
30968,residential,Edificio generico,339.7,,9.0,assumed 9.0 m,,62.92,simulated,geometry-limited massing box
33101,residential,Edificio generico,411.6,,9.0,assumed 9.0 m,,60.1,simulated,dwelling layout (imputed)
33109,residential,Edificio generico,327.6,,9.0,assumed 9.0 m,,,not simulated,
33067,residential,Edificio generico,122.8,,9.0,assumed 9.0 m,,65.65,simulated,geometry-limited massing box
33069,residential,Edificio generico,154.2,,9.0,assumed 9.0 m,,83.0,simulated,dwelling layout (imputed)
31832,residential,Edificio generico,400.3,,9.0,assumed 9.0 m,,40.41,simulated,geometry-limited massing box
31843,residential,Edificio generico,171.2,,9.0,assumed 9.0 m,,81.28,simulated,dwelling layout (imputed)
31844,residential,Edificio generico,213.1,,9.0,assumed 9.0 m,,,not simulated,
31768,residential,Edificio generico,169.3,,9.0,assumed 9.0 m,,61.33,simulated,dwelling layout (imputed)
31771,residential,Edificio generico,118.2,,9.0,assumed 9.0 m,,39.02,simulated,dwelling layout (imputed)
31778,residential,Edificio generico,353.3,,9.0,assumed 9.0 m,,107.36,simulated,dwelling layout (imputed)
33168,residential,Edificio generico,251.9,,9.0,assumed 9.0 m,,59.24,simulated,geometry-limited massing box
33080,residential,Edificio generico,402.6,,9.0,assumed 9.0 m,,,not simulated,
33083,residential,Edificio generico,45.0,,9.0,assumed 9.0 m,,214.17,simulated,dwelling layout (imputed)
32008,residential,Edificio generico,88.0,,9.0,assumed 9.0 m,,53.79,simulated,geometry-limited massing box
32073,residential,Edificio generico,1132.5,,9.0,assumed 9.0 m,,48.26,simulated,geometry-limited massing box
33278,residential,Edificio generico,92.8,,9.0,assumed 9.0 m,,,not simulated,
30651,residential,Edificio generico,200.2,,9.0,assumed 9.0 m,,68.13,simulated,dwelling layout (imputed)
30836,residential,Edificio generico,655.7,,9.0,assumed 9.0 m,,52.26,simulated,geometry-limited massing box
30631,residential,Edificio generico,84.7,,9.0,assumed 9.0 m,,93.22,simulated,dwelling layout (imputed)
30632,residential,Edificio generico,388.6,,9.0,assumed 9.0 m,,52.3,simulated,geometry-limited massing box
32106,residential,Edificio generico,255.9,,9.0,assumed 9.0 m,,,not simulated,
31939,residential,Edificio generico,148.5,,9.0,assumed 9.0 m,,56.42,simulated,dwelling layout (imputed)
32121,residential,Edificio generico,317.8,,9.0,assumed 9.0 m,,52.84,simulated,geometry-limited massing box
33128,residential,Edificio generico,60.3,,9.0,assumed 9.0 m,,81.84,simulated,dwelling layout (imputed)
33130,residential,Edificio generico,102.5,,9.0,assumed 9.0 m,,51.27,simulated,geometry-limited massing box
30847,residential,Edificio generico,588.1,,9.0,assumed 9.0 m,,50.36,simulated,geometry-limited massing box
30850,residential,Edificio generico,58.7,,9.0,assumed 9.0 m,,,not simulated,
30488,residential,Edificio generico,140.3,,9.0,assumed 9.0 m,,,not simulated,
30489,residential,Edificio generico,34.6,,9.0,assumed 9.0 m,,54.37,simulated,dwelling layout (imputed)
33086,residential,Edificio generico,167.7,,9.0,assumed 9.0 m,,53.57,simulated,geometry-limited massing box
33091,residential,Edificio generico,1284.5,,9.0,assumed 9.0 m,,51.67,simulated,dwelling layout (imputed)
33363,residential,Edificio generico,355.6,,9.0,assumed 9.0 m,,53.79,simulated,geometry-limited massing box
33340,residential,Edificio generico,36.4,,9.0,assumed 9.0 m,,,not simulated,
33028,residential,Edificio generico,161.7,,9.0,assumed 9.0 m,,49.42,simulated,dwelling layout (imputed)
33336,residential,Edificio generico,24.5,,9.0,assumed 9.0 m,,267.93,simulated,dwelling layout (imputed)
33338,residential,Edificio generico,324.3,,9.0,assumed 9.0 m,,54.98,simulated,geometry-limited massing box
33245,residential,Edificio generico,71.5,,9.0,assumed 9.0 m,,75.92,simulated,dwelling layout (imputed)
30496,residential,Edificio generico,818.9,,9.0,assumed 9.0 m,,48.62,simulated,geometry-limited massing box
33299,residential,Edificio generico,435.5,,9.0,assumed 9.0 m,,51.65,simulated,geometry-limited massing box
30660,residential,Edificio generico,430.9,,9.0,assumed 9.0 m,,56.65,simulated,geometry-limited massing box
32038,residential,Edificio generico,300.0,,9.0,assumed 9.0 m,,52.36,simulated,geometry-limited massing box
30506,residential,Edificio generico,155.8,,9.0,assumed 9.0 m,,88.89,simulated,dwelling layout (imputed)
30775,residential,Edificio generico,466.5,,9.0,assumed 9.0 m,,52.56,simulated,geometry-limited massing box
30781,residential,Edificio generico,234.1,,9.0,assumed 9.0 m,,61.05,simulated,geometry-limited massing box
30649,residential,Edificio generico,1101.6,,9.0,assumed 9.0 m,,38.78,simulated,geometry-limited massing box
32015,residential,Edificio generico,149.6,,9.0,assumed 9.0 m,,54.07,simulated,dwelling layout (imputed)
32050,residential,Edificio generico,262.5,,9.0,assumed 9.0 m,,,not simulated,
32052,residential,Edificio generico,180.2,,9.0,assumed 9.0 m,,49.27,simulated,geometry-limited massing box
32055,residential,Edificio generico,64.9,,9.0,assumed 9.0 m,,63.07,simulated,dwelling layout (imputed)
31879,residential,Edificio generico,293.1,,9.0,assumed 9.0 m,,,not simulated,
32415,residential,Edificio generico,160.8,,9.0,assumed 9.0 m,,95.75,simulated,dwelling layout (imputed)
32423,residential,Edificio generico,89.8,,9.0,assumed 9.0 m,,,not simulated,
32424,residential,Edificio generico,316.8,,9.0,assumed 9.0 m,,,not simulated,
32425,residential,Edificio generico,25.4,,9.0,assumed 9.0 m,,,not simulated,
32436,residential,Edificio generico,139.2,,9.0,assumed 9.0 m,,,not simulated,
30646,residential,Edificio generico,629.6,,9.0,assumed 9.0 m,,50.44,simulated,geometry-limited massing box
31182,residential,Edificio generico,278.3,,9.0,assumed 9.0 m,,53.26,simulated,geometry-limited massing box
31200,residential,Edificio generico,337.7,,9.0,assumed 9.0 m,,48.48,simulated,geometry-limited massing box
31209,residential,Edificio generico,192.7,,9.0,assumed 9.0 m,,60.6,simulated,geometry-limited massing box
31187,residential,Edificio generico,83.1,,9.0,assumed 9.0 m,,,not simulated,
31192,residential,Edificio generico,328.7,,9.0,assumed 9.0 m,,61.68,simulated,dwelling layout (imputed)
32385,residential,Edificio generico,100.4,,9.0,assumed 9.0 m,,49.79,simulated,dwelling layout (imputed)
30854,residential,Edificio generico,241.2,,9.0,assumed 9.0 m,,53.53,simulated,geometry-limited massing box
30856,residential,Edificio generico,145.9,,9.0,assumed 9.0 m,,52.38,simulated,geometry-limited massing box
32390,residential,Edificio generico,69.5,,9.0,assumed 9.0 m,,60.37,simulated,geometry-limited massing box
32392,residential,Edificio generico,201.6,,9.0,assumed 9.0 m,,50.18,simulated,geometry-limited massing box
32400,residential,Edificio generico,282.9,,9.0,assumed 9.0 m,,55.28,simulated,geometry-limited massing box
32540,residential,Edificio generico,62.7,,9.0,assumed 9.0 m,,62.03,simulated,geometry-limited massing box
32541,residential,Edificio generico,32.8,,9.0,assumed 9.0 m,,120.09,simulated,dwelling layout (imputed)
32542,residential,Edificio generico,360.4,,9.0,assumed 9.0 m,,,not simulated,
32546,residential,Edificio generico,511.0,,9.0,assumed 9.0 m,,55.36,simulated,geometry-limited massing box
32553,residential,Edificio generico,190.6,,9.0,assumed 9.0 m,,80.25,simulated,dwelling layout (imputed)
29836,residential,Edificio generico,390.5,,9.0,assumed 9.0 m,,48.45,simulated,geometry-limited massing box
32376,residential,Edificio generico,35.3,,9.0,assumed 9.0 m,,70.05,simulated,dwelling layout (imputed)
32045,residential,Edificio generico,110.8,,9.0,assumed 9.0 m,,51.57,simulated,dwelling layout (imputed)
31475,residential,Edificio generico,88.3,,9.0,assumed 9.0 m,,43.03,simulated,dwelling layout (imputed)
31377,residential,Edificio generico,216.7,,9.0,assumed 9.0 m,,71.08,simulated,dwelling layout (imputed)
32800,residential,Edificio generico,235.0,,9.0,assumed 9.0 m,,54.32,simulated,geometry-limited massing box
32924,residential,Edificio generico,241.5,,9.0,assumed 9.0 m,,60.77,simulated,geometry-limited massing box
31540,residential,Edificio generico,84.5,,9.0,assumed 9.0 m,,43.03,simulated,dwelling layout (imputed)
93239,residential,Edificio generico,80.4,,9.0,assumed 9.0 m,,46.61,simulated,geometry-limited massing box
30442,residential,Edificio generico,967.5,,9.0,assumed 9.0 m,,50.27,simulated,geometry-limited massing box
30445,residential,Edificio generico,355.3,,9.0,assumed 9.0 m,,,not simulated,
32663,residential,Edificio generico,197.3,,9.0,assumed 9.0 m,,54.12,simulated,geometry-limited massing box
92920,residential,Edificio generico,43.8,,9.0,assumed 9.0 m,,67.3,simulated,geometry-limited massing box
92928,residential,Edificio generico,44.2,,9.0,assumed 9.0 m,,51.66,simulated,dwelling layout (imputed)
30368,residential,Edificio generico,1346.8,,9.0,assumed 9.0 m,,,not simulated,
30277,residential,Edificio generico,98.6,,9.0,assumed 9.0 m,,,not simulated,
31997,residential,Edificio generico,95.8,,9.0,assumed 9.0 m,,52.59,simulated,geometry-limited massing box
32000,residential,Edificio generico,366.2,,9.0,assumed 9.0 m,,,not simulated,
32002,residential,Edificio generico,353.2,,9.0,assumed 9.0 m,,55.88,simulated,geometry-limited massing box
32955,residential,Edificio generico,182.0,,9.0,assumed 9.0 m,,45.67,simulated,geometry-limited massing box
32960,residential,Edificio generico,227.6,,9.0,assumed 9.0 m,,53.46,simulated,geometry-limited massing box
32961,residential,Edificio generico,404.0,,9.0,assumed 9.0 m,,53.2,simulated,geometry-limited massing box
33153,residential,Edificio generico,68.5,,9.0,assumed 9.0 m,,59.63,simulated,geometry-limited massing box
32728,residential,Edificio generico,244.7,,9.0,assumed 9.0 m,,57.28,simulated,dwelling layout (imputed)
32735,residential,Edificio generico,34.9,,9.0,assumed 9.0 m,,63.51,simulated,dwelling layout (imputed)
32737,residential,Edificio generico,758.5,,9.0,assumed 9.0 m,,,not simulated,
32891,residential,Edificio generico,294.9,,9.0,assumed 9.0 m,,55.13,simulated,geometry-limited massing box
31966,residential,Edificio generico,93.6,,9.0,assumed 9.0 m,,,not simulated,
31525,residential,Edificio generico,383.1,,9.0,assumed 9.0 m,,46.8,simulated,geometry-limited massing box
31661,residential,Edificio generico,210.5,,9.0,assumed 9.0 m,,54.2,simulated,geometry-limited massing box
31669,residential,Edificio generico,241.3,,9.0,assumed 9.0 m,,48.95,simulated,geometry-limited massing box
32627,residential,Edificio generico,230.1,,9.0,assumed 9.0 m,,49.23,simulated,geometry-limited massing box
31585,residential,Edificio generico,493.2,,9.0,assumed 9.0 m,,,not simulated,
31596,residential,Edificio generico,426.2,,9.0,assumed 9.0 m,,52.39,simulated,geometry-limited massing box
31600,residential,Edificio generico,37.4,,9.0,assumed 9.0 m,,111.55,simulated,dwelling layout (imputed)
31605,residential,Edificio generico,61.0,,9.0,assumed 9.0 m,,,not simulated,
32854,residential,Edificio generico,609.3,,9.0,assumed 9.0 m,,53.73,simulated,geometry-limited massing box
32855,residential,Edificio generico,910.3,,9.0,assumed 9.0 m,,34.95,simulated,dwelling layout (imputed)
31870,residential,Edificio generico,75.4,,9.0,assumed 9.0 m,,47.61,simulated,dwelling layout (imputed)
30586,residential,Edificio generico,803.7,,9.0,assumed 9.0 m,,52.82,simulated,geometry-limited massing box
31801,residential,Edificio generico,726.4,,9.0,assumed 9.0 m,,48.24,simulated,dwelling layout (imputed)
30809,residential,Edificio generico,268.7,,9.0,assumed 9.0 m,,46.75,simulated,geometry-limited massing box
32024,residential,Edificio generico,271.7,,9.0,assumed 9.0 m,,46.63,simulated,geometry-limited massing box
32030,residential,Edificio generico,144.1,,9.0,assumed 9.0 m,,49.75,simulated,dwelling layout (imputed)
33171,residential,Edificio generico,140.1,,9.0,assumed 9.0 m,,60.31,simulated,geometry-limited massing box
30564,residential,Edificio generico,297.3,,9.0,assumed 9.0 m,,48.18,simulated,geometry-limited massing box
30622,residential,Edificio generico,311.7,,9.0,assumed 9.0 m,,62.62,simulated,dwelling layout (imputed)
33003,residential,Edificio generico,309.7,,9.0,assumed 9.0 m,,48.37,simulated,geometry-limited massing box
33004,residential,Edificio generico,232.9,,9.0,assumed 9.0 m,,51.44,simulated,geometry-limited massing box
33063,residential,Edificio generico,207.0,,9.0,assumed 9.0 m,,79.45,simulated,geometry-limited massing box
33335,residential,Edificio generico,38.7,,9.0,assumed 9.0 m,,101.77,simulated,dwelling layout (imputed)
30665,residential,Edificio generico,306.2,,9.0,assumed 9.0 m,,69.33,simulated,dwelling layout (imputed)
32084,residential,Edificio generico,417.1,,9.0,assumed 9.0 m,,,not simulated,
32092,residential,Edificio generico,76.8,,9.0,assumed 9.0 m,,92.23,simulated,dwelling layout (imputed)
32043,residential,Edificio generico,267.1,,9.0,assumed 9.0 m,,57.55,simulated,geometry-limited massing box
30505,residential,Edificio generico,356.5,,9.0,assumed 9.0 m,,53.23,simulated,geometry-limited massing box
32013,residential,Edificio generico,247.4,,9.0,assumed 9.0 m,,,not simulated,
32017,residential,Edificio generico,65.4,,9.0,assumed 9.0 m,,46.0,simulated,geometry-limited massing box
32020,residential,Edificio generico,299.1,,9.0,assumed 9.0 m,,50.2,simulated,dwelling layout (imputed)
33052,residential,Edificio generico,284.6,,9.0,assumed 9.0 m,,,not simulated,
32054,residential,Edificio generico,281.6,,9.0,assumed 9.0 m,,51.01,simulated,geometry-limited massing box
30686,residential,Edificio generico,3284.3,,9.0,assumed 9.0 m,,40.44,simulated,geometry-limited massing box
30691,residential,Edificio generico,178.8,,9.0,assumed 9.0 m,,62.92,simulated,dwelling layout (imputed)
30530,residential,Edificio generico,116.0,,9.0,assumed 9.0 m,,75.39,simulated,dwelling layout (imputed)
32523,residential,Edificio generico,549.0,,9.0,assumed 9.0 m,,56.31,simulated,geometry-limited massing box
29897,residential,Edificio generico,70.6,,9.0,assumed 9.0 m,,201.8,simulated,dwelling layout (imputed)
29643,residential,Edificio generico,267.6,,9.0,assumed 9.0 m,,49.59,simulated,geometry-limited massing box
30944,residential,Edificio generico,147.2,,9.0,assumed 9.0 m,,46.5,simulated,geometry-limited massing box
32130,residential,Edificio generico,166.0,,9.0,assumed 9.0 m,,48.58,simulated,dwelling layout (imputed)
32131,residential,Edificio generico,693.0,,9.0,assumed 9.0 m,,51.71,simulated,geometry-limited massing box
31075,residential,Edificio generico,187.6,,9.0,assumed 9.0 m,,48.81,simulated,geometry-limited massing box
32467,residential,Edificio generico,100.0,,9.0,assumed 9.0 m,,,not simulated,
32469,residential,Edificio generico,261.3,,9.0,assumed 9.0 m,,57.11,simulated,geometry-limited massing box
31146,residential,Edificio generico,165.2,,9.0,assumed 9.0 m,,57.61,simulated,geometry-limited massing box
31148,residential,Edificio generico,168.5,,9.0,assumed 9.0 m,,83.11,simulated,dwelling layout (imputed)
32125,residential,Edificio generico,152.7,,9.0,assumed 9.0 m,,80.57,simulated,dwelling layout (imputed)
32156,residential,Edificio generico,20.6,,9.0,assumed 9.0 m,,110.36,simulated,dwelling layout (imputed)
32160,residential,Edificio generico,106.0,,9.0,assumed 9.0 m,,62.41,simulated,dwelling layout (imputed)
29884,residential,Edificio generico,188.1,,9.0,assumed 9.0 m,,,not simulated,
29885,residential,Edificio generico,605.7,,9.0,assumed 9.0 m,,,not simulated,
29890,residential,Edificio generico,371.7,,9.0,assumed 9.0 m,,60.28,simulated,dwelling layout (imputed)
29891,residential,Edificio generico,564.3,,9.0,assumed 9.0 m,,47.31,simulated,geometry-limited massing box
32569,residential,Edificio generico,174.6,,9.0,assumed 9.0 m,,,not simulated,
32589,residential,Edificio generico,48.7,,9.0,assumed 9.0 m,,115.8,simulated,dwelling layout (imputed)
29807,residential,Edificio generico,212.9,,9.0,assumed 9.0 m,,63.38,simulated,geometry-limited massing box
32248,residential,Edificio generico,26.8,,9.0,assumed 9.0 m,,30.07,simulated,dwelling layout (imputed)
32257,residential,Edificio generico,243.4,,9.0,assumed 9.0 m,,69.09,simulated,dwelling layout (imputed)
30868,residential,Edificio generico,143.1,,9.0,assumed 9.0 m,,41.51,simulated,geometry-limited massing box
30869,residential,Edificio generico,294.7,,9.0,assumed 9.0 m,,40.2,simulated,geometry-limited massing box
30886,residential,Edificio generico,449.2,,9.0,assumed 9.0 m,,49.99,simulated,geometry-limited massing box
29684,residential,Edificio generico,118.5,,9.0,assumed 9.0 m,,68.82,simulated,dwelling layout (imputed)
31018,residential,Edificio generico,117.3,,9.0,assumed 9.0 m,,,not simulated,
30931,residential,Edificio generico,95.1,,9.0,assumed 9.0 m,,63.23,simulated,geometry-limited massing box
30932,residential,Edificio generico,750.0,,9.0,assumed 9.0 m,,47.68,simulated,geometry-limited massing box
31083,residential,Edificio generico,251.5,,9.0,assumed 9.0 m,,,not simulated,
33610,residential,Edificio generico,25.7,,9.0,assumed 9.0 m,,,not simulated,
31022,residential,Edificio generico,285.0,,9.0,assumed 9.0 m,,49.42,simulated,geometry-limited massing box
31029,residential,Edificio generico,119.1,,9.0,assumed 9.0 m,,62.67,simulated,geometry-limited massing box
31041,residential,Edificio generico,147.7,,9.0,assumed 9.0 m,,78.1,simulated,dwelling layout (imputed)
32450,residential,Edificio generico,97.6,,9.0,assumed 9.0 m,,,not simulated,
32454,residential,Edificio generico,93.4,,9.0,assumed 9.0 m,,50.96,simulated,geometry-limited massing box
32599,residential,Edificio generico,463.4,,9.0,assumed 9.0 m,,45.81,simulated,geometry-limited massing box
30893,residential,Edificio generico,107.7,,9.0,assumed 9.0 m,,49.96,simulated,dwelling layout (imputed)
31141,residential,Edificio generico,308.1,,9.0,assumed 9.0 m,,41.65,simulated,geometry-limited massing box
32207,residential,Edificio generico,87.1,,9.0,assumed 9.0 m,,64.09,simulated,dwelling layout (imputed)
29745,residential,Edificio generico,223.0,,9.0,assumed 9.0 m,,64.83,simulated,dwelling layout (imputed)
27816,residential,Edificio generico,95.8,,9.0,assumed 9.0 m,,33.58,simulated,geometry-limited massing box
32142,residential,Edificio generico,69.2,,9.0,assumed 9.0 m,,53.48,simulated,geometry-limited massing box
29765,residential,Edificio generico,88.6,,9.0,assumed 9.0 m,,49.39,simulated,dwelling layout (imputed)
29770,residential,Edificio generico,171.1,,9.0,assumed 9.0 m,,64.9,simulated,dwelling layout (imputed)
31821,residential,Edificio generico,302.6,,9.0,assumed 9.0 m,,55.47,simulated,geometry-limited massing box
30722,residential,Edificio generico,160.2,,9.0,assumed 9.0 m,,72.21,simulated,dwelling layout (imputed)
29997,residential,Edificio generico,626.7,,9.0,assumed 9.0 m,,50.51,simulated,dwelling layout (imputed)
33470,residential,Edificio generico,308.6,,9.0,assumed 9.0 m,,81.83,simulated,dwelling layout (imputed)
33471,residential,Edificio generico,221.3,,9.0,assumed 9.0 m,,58.95,simulated,geometry-limited massing box
95738,residential,Edificio generico,3068.5,,9.0,assumed 9.0 m,,40.03,simulated,geometry-limited massing box
31323,residential,Edificio generico,124.1,,9.0,assumed 9.0 m,,51.41,simulated,dwelling layout (imputed)
29253,residential,Edificio generico,164.6,,9.0,assumed 9.0 m,,49.32,simulated,geometry-limited massing box
28333,residential,Edificio generico,468.5,,9.0,assumed 9.0 m,,49.77,simulated,geometry-limited massing box
87532,residential,,123.2,,9.0,assumed 9.0 m,,39.03,simulated,geometry-limited massing box
28764,residential,Edificio generico,964.1,,9.0,assumed 9.0 m,,46.27,simulated,geometry-limited massing box
92942,residential,Edificio generico,33.6,,9.0,assumed 9.0 m,,76.78,simulated,dwelling layout (imputed)
30438,residential,Edificio generico,30.9,,9.0,assumed 9.0 m,,188.49,simulated,dwelling layout (imputed)
31348,residential,Edificio generico,91.8,,9.0,assumed 9.0 m,,72.7,simulated,dwelling layout (imputed)
93002,residential,Edificio generico,139.8,,9.0,assumed 9.0 m,,84.25,simulated,dwelling layout (imputed)
31363,residential,Edificio generico,370.1,,9.0,assumed 9.0 m,,59.97,simulated,dwelling layout (imputed)
95592,residential,Edificio generico,397.7,,9.0,assumed 9.0 m,,43.93,simulated,dwelling layout (imputed)
30141,residential,Edificio generico,319.9,,9.0,assumed 9.0 m,,52.84,simulated,geometry-limited massing box
30143,residential,Edificio generico,231.0,,9.0,assumed 9.0 m,,71.51,simulated,dwelling layout (imputed)
30145,residential,Edificio generico,274.1,,9.0,assumed 9.0 m,,45.77,simulated,dwelling layout (imputed)
31418,residential,Edificio generico,194.7,,9.0,assumed 9.0 m,,52.42,simulated,geometry-limited massing box
31428,residential,Edificio generico,457.3,,9.0,assumed 9.0 m,,,not simulated,
31430,residential,Edificio generico,34.7,,9.0,assumed 9.0 m,,209.36,simulated,dwelling layout (imputed)
92981,residential,Edificio generico,22.8,,9.0,assumed 9.0 m,,124.68,simulated,dwelling layout (imputed)
92983,residential,Edificio generico,23.4,,9.0,assumed 9.0 m,,51.94,simulated,dwelling layout (imputed)
31686,residential,Edificio generico,413.4,,9.0,assumed 9.0 m,,46.41,simulated,geometry-limited massing box
31903,residential,Edificio generico,111.8,,9.0,assumed 9.0 m,,43.35,simulated,dwelling layout (imputed)
31487,residential,Edificio generico,86.0,,9.0,assumed 9.0 m,,109.77,simulated,dwelling layout (imputed)
31493,residential,Edificio generico,196.0,,9.0,assumed 9.0 m,,52.25,simulated,dwelling layout (imputed)
31921,residential,Edificio generico,58.5,,9.0,assumed 9.0 m,,214.51,simulated,dwelling layout (imputed)
31615,residential,Edificio generico,350.7,,9.0,assumed 9.0 m,,58.32,simulated,geometry-limited massing box
31250,residential,Edificio generico,206.2,,9.0,assumed 9.0 m,,62.22,simulated,geometry-limited massing box
31264,residential,Edificio generico,432.4,,9.0,assumed 9.0 m,,44.42,simulated,geometry-limited massing box
31272,residential,Edificio generico,58.6,,9.0,assumed 9.0 m,,115.99,simulated,dwelling layout (imputed)
31552,residential,Edificio generico,93.8,,9.0,assumed 9.0 m,,,not simulated,
31561,residential,Edificio generico,168.7,,9.0,assumed 9.0 m,,65.03,simulated,geometry-limited massing box
32911,residential,Edificio generico,392.7,,9.0,assumed 9.0 m,,55.48,simulated,geometry-limited massing box
32848,residential,Edificio generico,24.7,,9.0,assumed 9.0 m,,97.1,simulated,geometry-limited massing box
33377,residential,Edificio generico,270.9,,9.0,assumed 9.0 m,,65.46,simulated,dwelling layout (imputed)
33378,residential,Edificio generico,261.1,,9.0,assumed 9.0 m,,54.09,simulated,geometry-limited massing box
30399,residential,Edificio generico,71.9,,9.0,assumed 9.0 m,,84.14,simulated,geometry-limited massing box
30217,residential,Edificio generico,123.2,,9.0,assumed 9.0 m,,38.34,simulated,geometry-limited massing box
30127,residential,Edificio generico,536.4,,9.0,assumed 9.0 m,,44.04,simulated,geometry-limited massing box
31401,residential,Edificio generico,108.8,,9.0,assumed 9.0 m,,49.74,simulated,geometry-limited massing box
31414,residential,Edificio generico,153.6,,9.0,assumed 9.0 m,,39.14,simulated,dwelling layout (imputed)
31932,residential,Edificio generico,122.3,,9.0,assumed 9.0 m,,50.04,simulated,geometry-limited massing box
