building_id,eui_kwh_m2,geometry_outcome
29899,54.51,dwelling layout (imputed)
31001,66.31,dwelling layout (imputed)
33500,95.77,dwelling layout (imputed)
93412,72.55,dwelling layout (imputed)
93415,85.63,dwelling layout (imputed)
93406,45.38,dwelling layout (imputed)
93410,108.62,dwelling layout (imputed)
32827,52.11,geometry-limited massing box
30308,55.63,dwelling layout (imputed)
30244,59.06,geometry-limited massing box
30200,234.42,dwelling layout (imputed)
30070,47.07,geometry-limited massing box
31443,56.94,geometry-limited massing box
31445,53.44,geometry-limited massing box
33044,63.68,geometry-limited massing box
30593,47.71,geometry-limited massing box
31294,59.44,dwelling layout (imputed)
30715,58.31,geometry-limited massing box
30719,40.83,dwelling layout (imputed)
30376,83.37,dwelling layout (imputed)
31572,50.98,geometry-limited massing box
31351,42.0,geometry-limited massing box
31352,160.88,dwelling layout (imputed)
93003,95.68,dwelling layout (imputed)
94279,55.25,dwelling layout (imputed)
31462,72.34,dwelling layout (imputed)
31468,46.98,geometry-limited massing box
32802,69.33,geometry-limited massing box
92916,55.17,geometry-limited massing box
31536,44.88,dwelling layout (imputed)
93241,72.8,dwelling layout (imputed)
30056,51.15,dwelling layout (imputed)
30146,77.44,dwelling layout (imputed)
31429,49.98,geometry-limited massing box
31682,69.6,dwelling layout (imputed)
30152,67.27,geometry-limited massing box
30116,52.23,geometry-limited massing box
31431,54.98,geometry-limited massing box
31432,42.96,dwelling layout (imputed)
32904,75.47,dwelling layout (imputed)
31916,46.95,geometry-limited massing box
31547,53.59,dwelling layout (imputed)
31247,47.53,geometry-limited massing box
31254,87.49,dwelling layout (imputed)
32997,72.86,dwelling layout (imputed)
30384,33.5,geometry-limited massing box
30031,60.47,dwelling layout (imputed)
30362,55.33,dwelling layout (imputed)
94302,124.05,dwelling layout (imputed)
92820,36.28,geometry-limited massing box
30789,47.63,geometry-limited massing box
31780,51.02,geometry-limited massing box
31783,43.94,geometry-limited massing box
29582,69.44,dwelling layout (imputed)
30970,55.07,geometry-limited massing box
30980,49.2,geometry-limited massing box
30984,54.99,geometry-limited massing box
31003,36.56,dwelling layout (imputed)
31004,61.36,geometry-limited massing box
31005,49.03,geometry-limited massing box
30568,64.09,dwelling layout (imputed)
30570,48.89,geometry-limited massing box
33241,96.78,dwelling layout (imputed)
31957,53.07,geometry-limited massing box
31962,48.67,geometry-limited massing box
30969,55.21,geometry-limited massing box
33066,63.84,geometry-limited massing box
33359,50.82,geometry-limited massing box
33298,73.13,dwelling layout (imputed)
32078,48.29,dwelling layout (imputed)
32091,63.93,dwelling layout (imputed)
32095,55.14,geometry-limited massing box
30510,57.37,geometry-limited massing box
33413,52.77,dwelling layout (imputed)
31934,58.0,geometry-limited massing box
33047,56.3,geometry-limited massing box
33123,84.72,dwelling layout (imputed)
30688,65.33,dwelling layout (imputed)
31887,55.0,geometry-limited massing box
31873,24.51,dwelling layout (imputed)
31881,43.15,geometry-limited massing box
30532,45.91,geometry-limited massing box
30533,79.73,dwelling layout (imputed)
33251,56.19,geometry-limited massing box
33255,40.53,dwelling layout (imputed)
33260,45.49,geometry-limited massing box
33184,52.16,geometry-limited massing box
30742,43.17,geometry-limited massing box
30743,34.2,dwelling layout (imputed)
30747,48.05,dwelling layout (imputed)
30766,48.29,dwelling layout (imputed)
33196,65.03,dwelling layout (imputed)
32524,52.73,geometry-limited massing box
29647,43.95,geometry-limited massing box
29589,75.4,dwelling layout (imputed)
29726,54.13,dwelling layout (imputed)
30945,46.56,geometry-limited massing box
29638,60.24,dwelling layout (imputed)
32409,61.94,dwelling layout (imputed)
32411,58.66,geometry-limited massing box
29855,41.02,geometry-limited massing box
29858,55.24,geometry-limited massing box
31195,89.07,geometry-limited massing box
32401,106.95,dwelling layout (imputed)
32552,70.1,geometry-limited massing box
32444,62.36,dwelling layout (imputed)
32372,60.42,geometry-limited massing box
32377,88.9,dwelling layout (imputed)
32521,167.5,dwelling layout (imputed)
29944,46.78,geometry-limited massing box
32138,71.37,geometry-limited massing box
32163,85.39,dwelling layout (imputed)
32165,54.72,dwelling layout (imputed)
32171,47.28,dwelling layout (imputed)
32173,52.46,geometry-limited massing box
32146,62.84,dwelling layout (imputed)
32149,55.89,geometry-limited massing box
32263,71.06,dwelling layout (imputed)
32266,46.73,geometry-limited massing box
32272,89.69,dwelling layout (imputed)
31070,135.55,dwelling layout (imputed)
32466,109.58,dwelling layout (imputed)
32468,58.56,dwelling layout (imputed)
32473,51.2,geometry-limited massing box
31147,76.58,dwelling layout (imputed)
32483,132.62,dwelling layout (imputed)
29893,42.39,geometry-limited massing box
30226,45.85,geometry-limited massing box
30930,52.45,geometry-limited massing box
32568,62.92,geometry-limited massing box
32578,52.09,geometry-limited massing box
32584,39.12,geometry-limited massing box
29803,264.6,dwelling layout (imputed)
32258,107.79,dwelling layout (imputed)
32259,35.4,geometry-limited massing box
32487,60.29,dwelling layout (imputed)
30885,44.02,geometry-limited massing box
29813,41.38,geometry-limited massing box
31015,46.1,geometry-limited massing box
31094,67.8,dwelling layout (imputed)
30939,47.4,geometry-limited massing box
32339,48.24,geometry-limited massing box
29620,51.93,geometry-limited massing box
32447,43.19,geometry-limited massing box
32448,56.21,dwelling layout (imputed)
32453,69.06,dwelling layout (imputed)
31136,48.44,geometry-limited massing box
31137,61.23,geometry-limited massing box
32208,55.85,geometry-limited massing box
32210,48.04,geometry-limited massing box
30913,54.26,geometry-limited massing box
33632,55.83,geometry-limited massing box
32326,53.63,geometry-limited massing box
32328,50.3,geometry-limited massing box
29087,44.91,geometry-limited massing box
29108,47.02,dwelling layout (imputed)
29213,41.92,geometry-limited massing box
29232,45.96,geometry-limited massing box
27410,44.69,geometry-limited massing box
29237,82.88,dwelling layout (imputed)
29258,45.44,geometry-limited massing box
28864,47.75,geometry-limited massing box
29028,43.64,geometry-limited massing box
28861,43.92,geometry-limited massing box
28843,31.96,geometry-limited massing box
28903,89.72,dwelling layout (imputed)
29106,39.02,geometry-limited massing box
29109,51.48,geometry-limited massing box
28517,42.53,geometry-limited massing box
29059,52.11,geometry-limited massing box
29484,44.64,geometry-limited massing box
28025,42.32,geometry-limited massing box
28273,65.27,dwelling layout (imputed)
29180,53.87,geometry-limited massing box
28621,61.28,geometry-limited massing box
28175,38.0,geometry-limited massing box
27746,58.49,dwelling layout (imputed)
28754,51.81,geometry-limited massing box
29210,48.83,geometry-limited massing box
29219,47.8,geometry-limited massing box
29272,46.99,dwelling layout (imputed)
29320,58.63,dwelling layout (imputed)
29117,48.79,geometry-limited massing box
29444,38.79,geometry-limited massing box
28968,38.39,geometry-limited massing box
28969,47.68,geometry-limited massing box
29413,59.91,geometry-limited massing box
28912,43.07,geometry-limited massing box
28700,49.65,geometry-limited massing box
28708,47.5,geometry-limited massing box
81070,51.78,dwelling layout (imputed)
32109,48.58,geometry-limited massing box
31948,40.92,dwelling layout (imputed)
30573,33.47,geometry-limited massing box
31951,56.88,dwelling layout (imputed)
29605,40.14,geometry-limited massing box
29735,53.46,geometry-limited massing box
28217,35.79,geometry-limited massing box
29680,221.19,dwelling layout (imputed)
29360,45.1,geometry-limited massing box
33487,59.4,dwelling layout (imputed)
29701,43.73,geometry-limited massing box
32123,29.25,dwelling layout (imputed)
32493,79.2,dwelling layout (imputed)
32499,55.64,geometry-limited massing box
32505,96.63,dwelling layout (imputed)
31114,49.57,geometry-limited massing box
31115,47.65,geometry-limited massing box
31123,53.65,geometry-limited massing box
31237,49.69,geometry-limited massing box
30001,51.95,geometry-limited massing box
95739,44.2,geometry-limited massing box
30425,166.51,dwelling layout (imputed)
30971,61.79,dwelling layout (imputed)
27683,43.47,geometry-limited massing box
33388,54.48,geometry-limited massing box
30872,59.99,dwelling layout (imputed)
30478,82.9,dwelling layout (imputed)
30348,41.64,geometry-limited massing box
31663,48.0,geometry-limited massing box
30508,52.94,geometry-limited massing box
30046,52.79,geometry-limited massing box
29404,49.09,dwelling layout (imputed)
93401,24.02,dwelling layout (imputed)
32634,45.81,geometry-limited massing box
32345,48.81,geometry-limited massing box
32202,50.36,geometry-limited massing box
32334,52.27,dwelling layout (imputed)
31067,44.67,dwelling layout (imputed)
29694,49.52,geometry-limited massing box
92910,36.5,geometry-limited massing box
