district,building_id,building_tag,footprint_area_m2,levels_observed,height_m,year_built_observed,epc_certificate_found,blocker,district_blocker_histogram,touching_prepared_neighbours,touching_neighbour_age_bands,nearest_prepared_id,nearest_prepared_distance_m,nearest_prepared_age_band,nearest_prepared_type,nearest_prepared_levels,proposed_imputed_age_band,imputation_source
GB-LDN-STDUNSTANS,way/192335465,house,70.0,2,,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,0,,way/192335467,6.4,C|D,TH,2.0,C|D,nearest_prepared_neighbour_6.4m
GB-LDN-STDUNSTANS,way/192335466,house,53.5,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_C|F,,1,C|D,way/192335467,0.0,C|D,TH,2.0,C|D,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/192335468,house,87.9,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_D|L,,1,GB.02,way/192335478,0.0,GB.02,TH,2.0,GB.02,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/192335473,house,51.4,2,,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,2,C|D|GB.03,way/192335472,0.0,GB.03,TH,2.0,GB.03,nearest_prepared_neighbour_0.0m
GB-LDN-STDUNSTANS,way/192335475,house,51.3,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|D|L,,2,C|D|D|E,way/192335474,0.0,C|D,TH,2.0,C|D,nearest_prepared_neighbour_0.0m
GB-LDN-STDUNSTANS,way/192335480,house,45.8,2,,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,1,GB.03,way/192335470,0.0,GB.03,TH,3.0,GB.03,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/192335481,house,53.9,2,,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,1,GB.04,way/192335477,0.0,GB.04,TH,2.0,GB.04,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/192335484,house,49.9,2,,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,0,,way/192335470,6.0,GB.03,TH,3.0,GB.03,nearest_prepared_neighbour_6.0m
GB-LDN-STDUNSTANS,way/192335486,house,56.9,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_C|K,,1,GB.03,way/192335483,0.0,GB.03,TH,2.0,GB.03,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/192335487,house,92.2,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/1056576472,5.2,H|J,TH,2.0,H|J,nearest_prepared_neighbour_5.2m
GB-LDN-STDUNSTANS,way/192335488,house,55.7,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/192335485,1.4,D|E,TH,2.0,D|E,nearest_prepared_neighbour_1.4m
GB-LDN-STDUNSTANS,way/192335489,house,58.0,2,,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,0,,way/395625728,1.1,GB.05,TH,3.0,GB.05,nearest_prepared_neighbour_1.1m
GB-LDN-STDUNSTANS,way/192335490,house,63.6,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/192335476,7.9,D|E,TH,2.0,D|E,nearest_prepared_neighbour_7.9m
GB-LDN-STDUNSTANS,way/192335491,house,48.7,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/192335485,8.5,D|E,TH,2.0,D|E,nearest_prepared_neighbour_8.5m
GB-LDN-STDUNSTANS,way/192335492,house,46.9,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/192335485,14.6,D|E,TH,2.0,D|E,nearest_prepared_neighbour_14.6m
GB-LDN-STDUNSTANS,way/192335493,house,48.3,2,,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,0,,way/1056576469,18.3,C|D,TH,3.0,C|D,nearest_prepared_neighbour_18.3m
GB-LDN-STDUNSTANS,way/192335494,apartments,530.5,,,,Y,MISSING_OBSERVED_STOREY_COUNT,,0,,,,,,,GB.08,district_mode_same_type
GB-LDN-STDUNSTANS,way/192335498,apartments,85.4,2,,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,1,GB.08,way/192335497,0.0,GB.08,AB,3.0,GB.08,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/204487525,residential,377.3,7,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_I|J|K|L,,0,,,,,,,GB.08,district_mode_same_type
GB-LDN-STDUNSTANS,way/261272596,apartments,412.6,,,,Y,MISSING_OBSERVED_STOREY_COUNT,,0,,way/261272600,6.6,C|D,AB,3.0,C|D,nearest_prepared_neighbour_6.6m
GB-LDN-STDUNSTANS,way/261272597,apartments,354.2,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D|E|H,,0,,way/29093545,15.8,D|E|F,AB,6.0,D|E|F,nearest_prepared_neighbour_15.8m
GB-LDN-STDUNSTANS,way/261272598,apartments,372.7,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|D|E|F,,0,,way/298846083,16.7,E,TH,2.0,E,nearest_prepared_neighbour_16.7m
GB-LDN-STDUNSTANS,way/261272599,residential,483.4,4,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E,,0,,,,,,,I|J,district_mode_same_type
GB-LDN-STDUNSTANS,way/263494319,apartments,442.7,4,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_A|B|C|D|E|F,,0,,,,,,,GB.08,district_mode_same_type
GB-LDN-STDUNSTANS,way/263494320,apartments,522.4,4,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D|F|G,,0,,way/409624877,9.9,D|E,AB,4.0,D|E,nearest_prepared_neighbour_9.9m
GB-LDN-STDUNSTANS,way/288548491,house,51.3,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/390799034,15.1,GB.06,AB,4.0,GB.06,nearest_prepared_neighbour_15.1m
GB-LDN-STDUNSTANS,way/288548503,apartments,363.6,5,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E|F,,0,,way/396585006,23.0,GB.04,TH,2.0,GB.04,nearest_prepared_neighbour_23.0m
GB-LDN-STDUNSTANS,way/288548506,residential,700.6,4,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D,,0,,way/388460384,17.3,GB.08,AB,3.0,GB.08,nearest_prepared_neighbour_17.3m
GB-LDN-STDUNSTANS,way/288548508,house,42.8,3,,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,1,GB.06,way/288548511,0.0,GB.06,TH,3.0,GB.06,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/288548520,house,47.1,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,1,GB.06,way/288548517,0.0,GB.06,TH,2.0,GB.06,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/288548523,house,46.4,3,,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,0,,way/288548517,6.2,GB.06,TH,2.0,GB.06,nearest_prepared_neighbour_6.2m
GB-LDN-STDUNSTANS,way/298782427,apartments,360.3,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D,,0,,,,,,,GB.08,district_mode_same_type
GB-LDN-STDUNSTANS,way/298782428,apartments,288.8,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D,,0,,,,,,,GB.08,district_mode_same_type
GB-LDN-STDUNSTANS,way/298782429,apartments,477.8,4,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D|F,,0,,,,,,,GB.08,district_mode_same_type
GB-LDN-STDUNSTANS,way/298782430,apartments,468.1,4,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D|E,,0,,,,,,,GB.08,district_mode_same_type
GB-LDN-STDUNSTANS,way/298782431,apartments,341.7,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D,,0,,way/298846075,20.6,D|E,TH,2.0,D|E,nearest_prepared_neighbour_20.6m
GB-LDN-STDUNSTANS,way/298782432,apartments,287.1,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E,,0,,way/298846075,18.4,D|E,TH,2.0,D|E,nearest_prepared_neighbour_18.4m
GB-LDN-STDUNSTANS,way/298782433,apartments,1653.3,4,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D|F,,0,,way/1430549492,17.4,D|E,TH,2.0,D|E,nearest_prepared_neighbour_17.4m
GB-LDN-STDUNSTANS,way/298782434,apartments,363.2,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D,,0,,way/298846075,6.3,D|E,TH,2.0,D|E,nearest_prepared_neighbour_6.3m
GB-LDN-STDUNSTANS,way/298846074,house,47.6,2,,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,0,,way/1430536885,11.5,B|C,TH,2.0,B|C,nearest_prepared_neighbour_11.5m
GB-LDN-STDUNSTANS,way/298846078,apartments,192.0,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,,,,,,GB.08,district_mode_same_type
GB-LDN-STDUNSTANS,way/298846079,house,47.6,2,,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,0,,way/396585006,9.4,GB.04,TH,2.0,GB.04,nearest_prepared_neighbour_9.4m
GB-LDN-STDUNSTANS,way/298846080,house,45.7,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_C|E,,1,GB.04,way/1430549476,0.0,GB.04,TH,2.0,GB.04,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/298846082,house,47.6,2,,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,0,,way/1430302487,3.3,E,TH,2.0,E,nearest_prepared_neighbour_3.3m
GB-LDN-STDUNSTANS,way/298846084,apartments,821.0,6,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_D|E|F|H,,0,,,,,,,GB.08,district_mode_same_type
GB-LDN-STDUNSTANS,way/298846087,house,47.3,2,,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,0,,way/1430536837,5.8,GB.04,TH,2.0,GB.04,nearest_prepared_neighbour_5.8m
GB-LDN-STDUNSTANS,way/298847642,apartments,118.1,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,,,,,,GB.08,district_mode_same_type
GB-LDN-STDUNSTANS,way/298850488,apartments,2673.3,,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_F|H|I|J|K|L,,0,,way/298850491,8.1,L,AB,4.0,L,nearest_prepared_neighbour_8.1m
GB-LDN-STDUNSTANS,way/298850489,apartments,2441.5,,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_I|J|K|L,,0,,way/298850492,6.4,K|L,AB,4.0,K|L,nearest_prepared_neighbour_6.4m
GB-LDN-STDUNSTANS,way/298850493,apartments,1002.8,,,,Y,MISSING_OBSERVED_STOREY_COUNT,,0,,way/298850495,7.2,K|L,AB,6.0,K|L,nearest_prepared_neighbour_7.2m
GB-LDN-STDUNSTANS,way/328226054,residential,1193.8,4,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_H|I|J|K,,0,,,,,,,I|J,district_mode_same_type
GB-LDN-STDUNSTANS,way/328226055,residential,720.6,4,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|H|I|J|K,,0,,,,,,,I|J,district_mode_same_type
GB-LDN-STDUNSTANS,way/328226056,house,68.5,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/419435179,19.2,H,TH,3.0,H,nearest_prepared_neighbour_19.2m
GB-LDN-STDUNSTANS,way/328226060,residential,1121.0,4,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|H|I|J|K,,0,,,,,,,I|J,district_mode_same_type
GB-LDN-STDUNSTANS,way/328226063,residential,1502.1,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|H|I|J|K|L,,0,,way/419435179,22.3,H,TH,3.0,H,nearest_prepared_neighbour_22.3m
GB-LDN-STDUNSTANS,way/328226230,residential,3200.3,4,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|H|I|J|K|L,,0,,,,,,,I|J,district_mode_same_type
GB-LDN-STDUNSTANS,way/328226370,residential,1230.3,4,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_H|I|J|K,,0,,,,,,,I|J,district_mode_same_type
GB-LDN-STDUNSTANS,way/328226371,residential,1220.2,4,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|H|I|J|K,,0,,,,,,,I|J,district_mode_same_type
GB-LDN-STDUNSTANS,way/328227202,house,50.9,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/1057778437,10.5,I,TH,3.0,I,nearest_prepared_neighbour_10.5m
GB-LDN-STDUNSTANS,way/360408486,house,35.1,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_A|C,,1,I,way/360408507,0.0,I,TH,2.0,I,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/360408487,house,35.1,2,,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,2,GB.01|GB.06,way/360408508,0.0,GB.01,TH,2.0,GB.01,nearest_prepared_neighbour_0.0m
GB-LDN-STDUNSTANS,way/360408491,house,38.0,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,1,GB.01,way/360408496,0.0,GB.01,TH,2.0,GB.01,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/360408494,house,45.4,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,1,GB.01,way/360408489,0.0,GB.01,TH,2.0,GB.01,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/360408495,house,30.9,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_A|C,,1,A,way/360408490,0.0,A,TH,2.0,A,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/360408498,house,30.8,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,1,GB.01,way/360408502,0.0,GB.01,TH,2.0,GB.01,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/360408499,house,30.7,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,1,GB.01,way/360408503,0.0,GB.01,TH,2.0,GB.01,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/360408509,house,41.0,2,,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,1,GB.01,way/360408505,0.0,GB.01,TH,2.0,GB.01,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/360617974,house,40.7,2,,,Y,PERIOD_STRADDLE_K_GB.07_GB.08,,1,A,way/360617972,0.0,A,TH,2.0,A,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/360924356,house,78.7,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,1,GB.06,way/360924347,0.0,GB.06,TH,2.0,GB.06,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/360977295,house,35.2,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,2,A|GB.07,way/360977300,0.0,A,TH,2.0,A,nearest_prepared_neighbour_0.0m
GB-LDN-STDUNSTANS,way/381441241,apartments,1091.6,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_D|E|F|G,,0,,,,,,,GB.08,district_mode_same_type
GB-LDN-STDUNSTANS,way/381466697,apartments,709.0,4,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|H|I|J|K,,0,,,,,,,GB.08,district_mode_same_type
GB-LDN-STDUNSTANS,way/387106026,apartments,878.3,,,,Y,MISSING_OBSERVED_STOREY_COUNT,,0,,way/298846083,16.1,E,TH,2.0,E,nearest_prepared_neighbour_16.1m
GB-LDN-STDUNSTANS,way/388457725,apartments,146.2,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_I|K,,2,I|J|K,way/1474894647,0.0,K,TH,3.0,K,nearest_prepared_neighbour_0.0m
GB-LDN-STDUNSTANS,way/388460383,apartments,130.5,4,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_D|H|I,,0,,way/393505350,4.7,GB.08,AB,4.0,GB.08,nearest_prepared_neighbour_4.7m
GB-LDN-STDUNSTANS,way/389707049,apartments,400.2,,,,Y,MISSING_OBSERVED_STOREY_COUNT,,0,,way/396929147,10.4,D|E,TH,,D|E,nearest_prepared_neighbour_10.4m
GB-LDN-STDUNSTANS,way/389890209,residential,60.4,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,,,,,,A,district_mode_all_types
GB-LDN-STDUNSTANS,way/390194491,house,66.6,3,,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,1,I|J,way/393614546,0.0,I|J,MFH,3.0,I|J,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/390194492,house,70.1,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/393614546,4.5,I|J,MFH,3.0,I|J,nearest_prepared_neighbour_4.5m
GB-LDN-STDUNSTANS,way/390797575,house,51.1,1,,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,0,,way/892496546,10.8,A|B,TH,3.0,A|B,nearest_prepared_neighbour_10.8m
GB-LDN-STDUNSTANS,way/390799028,house,54.2,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,1,GB.03,way/1056562089,0.0,GB.03,TH,2.0,GB.03,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/390799030,house,68.5,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_A|B|C,,0,,way/395620824,9.3,GB.06,TH,2.0,GB.06,nearest_prepared_neighbour_9.3m
GB-LDN-STDUNSTANS,way/390799035,house,79.7,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/393510997,7.8,GB.04,TH,3.0,GB.04,nearest_prepared_neighbour_7.8m
GB-LDN-STDUNSTANS,way/390799036,house,67.2,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/192335455,7.5,C|D,TH,3.0,C|D,nearest_prepared_neighbour_7.5m
GB-LDN-STDUNSTANS,way/390799363,house,41.3,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/1057529438,7.1,I,TH,2.0,I,nearest_prepared_neighbour_7.1m
GB-LDN-STDUNSTANS,way/390799364,house,43.6,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_E|G,,0,,way/1057529438,5.3,I,TH,2.0,I,nearest_prepared_neighbour_5.3m
GB-LDN-STDUNSTANS,way/390799365,apartments,87.1,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_F|I,,0,,way/1057529438,6.6,I,TH,2.0,I,nearest_prepared_neighbour_6.6m
GB-LDN-STDUNSTANS,way/391405721,apartments,350.2,4,,,Y,PERIOD_STRADDLE_K_GB.07_GB.08,,0,,,,,,,GB.08,district_mode_same_type
GB-LDN-STDUNSTANS,way/393510988,house,58.5,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/1058042185,1.0,GB.03,TH,2.0,GB.03,nearest_prepared_neighbour_1.0m
GB-LDN-STDUNSTANS,way/393510992,house,40.9,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,1,GB.06,way/1058042192,0.0,GB.06,TH,2.0,GB.06,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/393608217,house,39.8,2,,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,1,G,way/393604894,0.0,G,TH,3.0,G,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/393608220,house,44.5,2,,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,0,,way/393604894,4.9,G,TH,3.0,G,nearest_prepared_neighbour_4.9m
GB-LDN-STDUNSTANS,way/393608223,house,45.6,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/393608230,4.9,GB.04,TH,2.0,GB.04,nearest_prepared_neighbour_4.9m
GB-LDN-STDUNSTANS,way/393608225,house,44.5,1,,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,1,GB.04,way/393608230,0.0,GB.04,TH,2.0,GB.04,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/393608232,apartments,191.9,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_D|E|F|G|H,,1,D|F,way/393608227,0.0,D|F,TH,2.0,D|F,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/393614552,house,56.4,,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/393614546,20.4,I|J,MFH,3.0,I|J,nearest_prepared_neighbour_20.4m
GB-LDN-STDUNSTANS,way/393614553,house,53.8,2,,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,0,,way/393614546,24.5,I|J,MFH,3.0,I|J,nearest_prepared_neighbour_24.5m
GB-LDN-STDUNSTANS,way/393614554,house,56.6,,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/393614546,27.3,I|J,MFH,3.0,I|J,nearest_prepared_neighbour_27.3m
GB-LDN-STDUNSTANS,way/393614555,apartments,146.6,,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_C|E|F|G,,0,,way/394093239,29.9,GB.06,AB,3.0,GB.06,nearest_prepared_neighbour_29.9m
GB-LDN-STDUNSTANS,way/394093222,apartments,157.6,2,,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,0,,way/396524031,11.8,H,TH,,H,nearest_prepared_neighbour_11.8m
GB-LDN-STDUNSTANS,way/394093223,apartments,158.7,,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_E|F|G,,0,,way/396524031,8.2,H,TH,,H,nearest_prepared_neighbour_8.2m
GB-LDN-STDUNSTANS,way/394093226,apartments,79.5,,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_E|F|G|H,,1,GB.01,way/394093227,0.0,GB.01,AB,,GB.01,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/394093230,apartments,46.2,,,,Y,MISSING_OBSERVED_STOREY_COUNT,,0,,way/396524028,18.1,G,TH,,G,nearest_prepared_neighbour_18.1m
GB-LDN-STDUNSTANS,way/394093231,apartments,130.6,,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/396524028,15.8,G,TH,,G,nearest_prepared_neighbour_15.8m
GB-LDN-STDUNSTANS,way/394093232,apartments,443.4,5,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E|F|G|H|I,,1,A,way/394093233,0.0,A,AB,3.0,A,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/394093234,apartments,44.3,3,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_A|B|C,,2,A|B|C,way/394093233,0.0,A,AB,3.0,A,nearest_prepared_neighbour_0.0m
GB-LDN-STDUNSTANS,way/394093237,apartments,87.4,3,,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,1,GB.02,way/394093236,0.0,GB.02,AB,3.0,GB.02,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/394093242,apartments,35.3,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,1,GB.06,way/394093241,0.0,GB.06,AB,3.0,GB.06,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/394093243,apartments,38.2,3,,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,0,,way/394093241,4.2,GB.06,AB,3.0,GB.06,nearest_prepared_neighbour_4.2m
GB-LDN-STDUNSTANS,way/394341585,apartments,116.3,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|F,,1,GB.01,way/394341584,0.0,GB.01,TH,2.0,GB.01,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/394358290,house,37.0,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,1,GB.01,way/394358289,0.0,GB.01,TH,2.0,GB.01,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/394358291,house,38.7,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/394358289,4.9,GB.01,TH,2.0,GB.01,nearest_prepared_neighbour_4.9m
GB-LDN-STDUNSTANS,way/394361017,house,41.1,3,,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,0,,way/1056849909,11.3,G,TH,3.0,G,nearest_prepared_neighbour_11.3m
GB-LDN-STDUNSTANS,way/394361018,house,45.4,3,,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,0,,way/1056849910,10.7,I,TH,3.0,I,nearest_prepared_neighbour_10.7m
GB-LDN-STDUNSTANS,way/394361021,house,75.5,3,,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,0,,way/1056576461,6.2,GB.08,TH,2.0,GB.08,nearest_prepared_neighbour_6.2m
GB-LDN-STDUNSTANS,way/394372765,house,74.7,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E,,1,GB.04,way/394372766,0.0,GB.04,TH,2.0,GB.04,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/394372768,house,53.2,2,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_D|G,,1,D|E,way/394372767,0.0,D|E,TH,2.0,D|E,touching_prepared_neighbours_agree
GB-LDN-STDUNSTANS,way/394682356,apartments,250.6,4,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_E|F|G|H|I|J,,0,,way/396524041,11.6,I,TH,,I,nearest_prepared_neighbour_11.6m
GB-LDN-STDUNSTANS,way/394682357,apartments,26.3,,,,Y,MISSING_OBSERVED_STOREY_COUNT,,0,,way/394093229,6.4,GB.01,AB,4.0,GB.01,nearest_prepared_neighbour_6.4m
GB-LDN-STDUNSTANS,way/394682359,apartments,105.9,,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|I,,0,,way/394093228,8.6,A,AB,3.0,A,nearest_prepared_neighbour_8.6m
GB-LDN-STDUNSTANS,way/394682821,apartments,729.3,,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|D|E|F,,0,,way/396619806,21.8,F|G,TH,2.0,F|G,nearest_prepared_neighbour_21.8m
GB-LDN-STDUNSTANS,way/394902407,apartments,109.4,,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_A|B|D,,0,,way/360408505,19.1,GB.01,TH,2.0,GB.01,nearest_prepared_neighbour_19.1m
GB-LDN-STDUNSTANS,way/394902408,apartments,392.7,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/195649308,9.2,D|E,AB,4.0,D|E,nearest_prepared_neighbour_9.2m
GB-LDN-STDUNSTANS,way/394902412,house,42.9,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/815865552,16.7,GB.01,TH,3.0,GB.01,nearest_prepared_neighbour_16.7m
GB-LDN-STDUNSTANS,way/394902413,apartments,838.1,6,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E|F,,0,,way/1452468873,27.5,A,TH,,A,nearest_prepared_neighbour_27.5m
GB-LDN-STDUNSTANS,way/394902415,house,48.8,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/394902414,13.2,H,AB,3.0,H,nearest_prepared_neighbour_13.2m
GB-LDN-STDUNSTANS,way/394902416,house,46.5,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/394902414,13.1,H,AB,3.0,H,nearest_prepared_neighbour_13.1m
GB-LDN-STDUNSTANS,way/394902417,house,43.9,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/394902418,10.0,GB.01,TH,2.0,GB.01,nearest_prepared_neighbour_10.0m
GB-LDN-STDUNSTANS,way/394902966,house,41.2,2,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/397131456,5.0,A,TH,2.0,A,nearest_prepared_neighbour_5.0m
GB-LDN-STDUNSTANS,way/395173853,house,68.7,3,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,0,,way/419435179,19.4,H,TH,3.0,H,nearest_prepared_neighbour_19.4m
