building_id,class,building_tag,footprint_area_m2,levels,height_m,height_source,year_built,layout_state,storey_count,dwelling_count,gross_area_m2,conditioned_area_m2,circulation_pct
31142,residential,Edificio generico,134.1,,9.0,assumed 9.0 m,,massing_box,5,0,670.4,670.4,0.0
32209,residential,Edificio generico,270.2,,9.0,assumed 9.0 m,,massing_box,7,0,2101.3,2101.3,0.0
30186,residential,Edificio generico,1222.2,,9.0,assumed 9.0 m,,massing_box,7,0,8918.6,8918.6,0.0
31193,residential,Edificio generico,75.3,,9.0,assumed 9.0 m,,massing_box,5,0,376.3,376.3,0.0
30697,residential,Edificio generico,1074.1,,9.0,assumed 9.0 m,,massing_box,3,0,3220.1,3220.1,0.0
30899,residential,Edificio generico,215.3,,9.0,assumed 9.0 m,,massing_box,4,0,860.9,860.9,0.0
30905,residential,Edificio generico,239.1,,9.0,assumed 9.0 m,,massing_box,5,0,1195.4,1195.4,0.0
32422,residential,Edificio generico,39.9,,9.0,assumed 9.0 m,,ruled,1,1,39.9,39.9,0.0
30810,residential,Edificio generico,354.2,,9.0,assumed 9.0 m,,massing_box,5,0,1856.7,1856.7,0.0
32758,residential,Edificio generico,122.4,,9.0,assumed 9.0 m,,massing_box,5,0,612.2,612.2,0.0
30540,residential,Edificio generico,667.6,,9.0,assumed 9.0 m,,massing_box,5,0,3822.3,3822.3,0.0
30240,residential,Edificio generico,216.3,,9.0,assumed 9.0 m,,massing_box,5,0,1081.6,1081.6,0.0
30241,residential,Edificio generico,167.2,,9.0,assumed 9.0 m,,massing_box,5,0,835.9,835.9,0.0
31640,residential,Edificio generico,33.2,,9.0,assumed 9.0 m,,ruled,1,1,33.2,33.2,0.0
31269,residential,Edificio generico,104.9,,9.0,assumed 9.0 m,,massing_box,5,0,524.6,524.6,0.0
30155,residential,Edificio generico,981.9,,9.0,assumed 9.0 m,,massing_box,6,0,6418.6,6418.6,0.0
30661,residential,Edificio generico,136.9,,9.0,assumed 9.0 m,,ruled,4,5,323.5,311.2,3.8
28061,residential,Edificio generico,751.9,,9.0,assumed 9.0 m,,ruled,9,16,5949.7,5475.9,8.0
29100,residential,Edificio generico,65.8,,9.0,assumed 9.0 m,,massing_box,5,0,329.2,329.2,0.0
32859,residential,Edificio generico,253.2,,9.0,assumed 9.0 m,,massing_box,5,0,1266.2,1266.2,0.0
32347,residential,Edificio generico,91.1,,9.0,assumed 9.0 m,,massing_box,6,0,546.3,546.3,0.0
31103,residential,Edificio generico,238.4,,9.0,assumed 9.0 m,,ruled,4,5,561.8,540.4,3.8
31109,residential,Edificio generico,127.2,,9.0,assumed 9.0 m,,ruled,4,5,300.9,289.5,3.8
31223,residential,Edificio generico,107.0,,9.0,assumed 9.0 m,,massing_box,3,0,320.2,320.2,0.0
31240,residential,Edificio generico,547.4,,9.0,assumed 9.0 m,,massing_box,7,0,3831.8,3831.8,0.0
29702,residential,Edificio generico,524.8,,9.0,assumed 9.0 m,,massing_box,5,0,3105.0,3105.0,0.0
30817,residential,Edificio generico,173.2,,9.0,assumed 9.0 m,,massing_box,5,0,866.1,866.1,0.0
93387,residential,Edificio generico,50.8,,9.0,assumed 9.0 m,,massing_box,5,0,254.0,254.0,0.0
93388,residential,Edificio generico,108.6,,9.0,assumed 9.0 m,,massing_box,4,0,431.8,431.8,0.0
92930,residential,Edificio generico,27.4,,9.0,assumed 9.0 m,,ruled,1,1,27.4,27.4,0.0
92937,residential,Edificio generico,390.2,,9.0,assumed 9.0 m,,ruled,9,16,3082.6,2837.1,8.0
92938,residential,Edificio generico,34.6,,9.0,assumed 9.0 m,,ruled,1,1,34.6,34.6,0.0
95507,residential,Edificio generico,873.5,,9.0,assumed 9.0 m,,massing_box,6,0,6676.4,6676.4,0.0
30168,residential,Edificio generico,274.4,,9.0,assumed 9.0 m,,massing_box,5,0,1372.1,1372.1,0.0
30423,residential,Edificio generico,166.5,,9.0,assumed 9.0 m,,massing_box,4,0,666.2,666.2,0.0
30427,residential,Edificio generico,484.5,,9.0,assumed 9.0 m,,massing_box,5,0,2422.4,2422.4,0.0
31361,residential,Edificio generico,139.3,,9.0,assumed 9.0 m,,ruled,4,5,331.1,318.5,3.8
32668,residential,Edificio generico,185.7,,9.0,assumed 9.0 m,,massing_box,5,0,928.5,928.5,0.0
30422,residential,Edificio generico,61.3,,9.0,assumed 9.0 m,,ruled,3,5,150.4,139.4,7.3
31785,residential,Edificio generico,153.5,,9.0,assumed 9.0 m,,massing_box,1,0,153.6,153.6,0.0
30477,residential,Edificio generico,45.0,,9.0,assumed 9.0 m,,massing_box,3,0,135.4,135.4,0.0
31792,residential,Edificio generico,95.9,,9.0,assumed 9.0 m,,massing_box,5,0,479.5,479.5,0.0
33191,residential,Edificio generico,557.6,,9.0,assumed 9.0 m,,massing_box,7,0,3903.5,3903.5,0.0
