osm_id,building_type,is_attached,storeys,storey_provenance,epc_certificate_found,epc_age_band,tabula_period,blocker_key,prepared,simulated,eui_kwh_m2
way/1057778427,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1057778428,TH,True,3,,Y,I,GB.06,,Y,Y,245.217223
way/1057778429,TH,True,3,,Y,I,GB.06,,Y,Y,241.082785
way/1057778430,TH,True,3,,Y,I,GB.06,,Y,Y,240.445167
way/1057778431,TH,True,3,,Y,H|I,GB.06,,Y,Y,241.149134
way/1057778432,TH,True,3,,Y,H|I,GB.06,,Y,Y,268.814599
way/1057778433,TH,True,3,,Y,I,GB.06,,Y,Y,244.725371
way/1057778434,TH,True,3,,Y,H|I,GB.06,,Y,Y,243.754017
way/1057778435,TH,True,3,,Y,H|I,GB.06,,Y,Y,243.753466
way/1057778436,TH,True,3,,Y,I,GB.06,,Y,Y,246.282209
way/1057778437,TH,True,3,,Y,I,GB.06,,Y,Y,346.013524
way/1057778443,TH,True,2,,Y,I,GB.06,,Y,Y,211.150133
way/1057778444,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1057778445,TH,True,2,,Y,I,GB.06,,Y,Y,241.228226
way/1057778446,TH,True,2,,Y,I,GB.06,,Y,Y,222.641719
way/1057778448,TH,True,2,,Y,I,GB.06,,Y,Y,172.009178
way/1057778449,TH,True,2,,Y,H,GB.06,,Y,Y,147.923511
way/1057778450,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1057778451,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1057778452,TH,True,2,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|J,,PERIOD_STRADDLE_DISJOINT_BANDS_G|J,N,N,
way/1057778453,TH,True,2,,Y,G,GB.05,,Y,Y,233.245049
way/1057823423,AB,True,3,,Y,I,GB.06,,Y,Y,64.298476
way/1058042181,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058042182,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058042183,TH,True,2,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,PERIOD_STRADDLE_C_GB.02_GB.03,N,N,
way/1058042184,TH,True,2,,Y,C|D,GB.03,,Y,Y,261.424656
way/1058042185,TH,True,2,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,PERIOD_STRADDLE_C_GB.02_GB.03,N,N,
way/1058042186,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058042187,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058042188,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058042189,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058042190,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058042191,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058042192,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058042193,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058042194,TH,True,2,,Y,H,GB.06,,Y,Y,211.107311
way/1058057716,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058057717,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058057718,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058057719,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058057720,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058057721,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058057722,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058147230,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058147231,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058147232,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058147233,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058147234,TH,True,2,,Y,I,GB.06,,Y,Y,147.039225
way/1058147235,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058147236,TH,True,2,,Y,I,GB.06,,Y,Y,147.098725
way/1058147237,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058147238,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058147239,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058252088,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058252089,TH,True,2,,Y,H,GB.06,,Y,Y,177.527476
way/1058252090,TH,True,2,,Y,I,GB.06,,Y,Y,146.57038
way/1058252091,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058252092,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058252093,TH,True,2,,Y,I,GB.06,,Y,Y,150.677439
way/1058252094,TH,True,2,,Y,I,GB.06,,Y,Y,150.545682
way/1058252095,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058252096,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058252097,TH,True,2,,Y,I,GB.06,,Y,Y,147.662933
way/1058252098,TH,True,2,,Y,I,GB.06,,Y,Y,147.833951
way/1058252099,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058252100,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058252101,TH,True,2,,Y,I,GB.06,,Y,Y,160.969572
way/1058252102,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058252103,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058252104,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058252105,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058252106,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058252107,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058252108,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058252109,TH,True,2,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|I,,PERIOD_STRADDLE_DISJOINT_BANDS_G|I,N,N,
way/1058252110,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058252111,TH,True,2,,Y,H,GB.06,,Y,Y,145.150193
way/1058252112,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058252113,TH,True,2,,Y,I,GB.06,,Y,Y,156.911753
way/1058252114,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058252115,TH,True,2,,Y,I,GB.06,,Y,Y,147.060999
way/1058252116,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058252117,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058252118,AB,True,3,,Y,H|I,GB.06,,Y,Y,70.776395
way/1058252119,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058252120,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058252121,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058252122,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058252123,AB,True,3,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_E|F|G|I|J,,PERIOD_STRADDLE_DISJOINT_BANDS_E|F|G|I|J,N,N,
way/1058252124,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058252125,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058252126,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058252127,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058252128,TH,True,2,,Y,H|I,GB.06,,Y,Y,178.179979
way/1058438116,TH,True,2,,Y,H,GB.06,,Y,Y,183.460204
way/1058438117,TH,True,2,,Y,PERIOD_STRADDLE_J_GB.06_GB.07,,PERIOD_STRADDLE_J_GB.06_GB.07,N,N,
way/1058438118,TH,True,2,,Y,G,GB.05,,Y,Y,201.648684
way/1058438119,TH,True,2,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_F|H,,PERIOD_STRADDLE_DISJOINT_BANDS_F|H,N,N,
way/1058438120,TH,True,2,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|H|I|J,,PERIOD_STRADDLE_DISJOINT_BANDS_G|H|I|J,N,N,
way/1058438121,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058438122,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058438123,TH,True,2,,Y,G,GB.05,,Y,Y,169.235028
way/1058438124,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058438125,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058438126,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1058438127,TH,True,2,,Y,I,GB.06,,Y,Y,149.256461
way/1058438128,TH,True,3,,Y,I,GB.06,,Y,Y,215.968638
way/1058438129,TH,True,3,,Y,I,GB.06,,Y,Y,224.462001
way/1058438130,TH,True,3,,Y,I,GB.06,,Y,Y,225.376828
way/1058438131,TH,True,3,,Y,I,GB.06,,Y,Y,222.092614
way/1058438132,TH,True,3,,Y,I,GB.06,,Y,Y,221.830272
way/1060201727,TH,True,3,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,N,N,
way/1060201728,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1060201729,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1060201730,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1060201731,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1060522012,TH,True,2,,Y,A,GB.01,,Y,Y,306.656384
way/1060522013,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1060522014,TH,True,2,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_A|D,,PERIOD_STRADDLE_DISJOINT_BANDS_A|D,N,N,
way/1060522015,TH,True,2,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_A|C,,PERIOD_STRADDLE_DISJOINT_BANDS_A|C,N,N,
way/1060522016,TH,True,2,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,N,N,
way/1060522017,TH,True,2,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,N,N,
way/1060522018,TH,True,2,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,N,N,
way/1061146998,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1061146999,TH,True,2,,Y,A,GB.01,,Y,Y,313.089118
way/1061147000,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1061147001,TH,True,2,,Y,A,GB.01,,Y,Y,311.84151
way/1061147002,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1061147003,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1061147004,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1061147005,TH,True,2,,Y,A,GB.01,,Y,Y,311.949787
way/1061147006,TH,True,2,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,N,N,
way/1061203026,TH,True,2,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,N,N,
way/1061203027,TH,True,2,,Y,A,GB.01,,Y,Y,303.159701
way/1061203028,TH,True,2,,Y,A,GB.01,,Y,Y,302.977047
way/1061203029,TH,True,2,,Y,A,GB.01,,Y,Y,298.303972
way/1061203030,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1061203031,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1061203032,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1061203033,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1061203034,TH,True,2,,Y,A,GB.01,,Y,Y,315.366468
way/1061203035,TH,True,2,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,N,N,
way/1328452202,TH,True,2,,Y,GB.08,GB.08,,Y,Y,109.185226
way/1328452203,TH,True,2,,Y,GB.08,GB.08,,Y,Y,91.739966
way/1328452204,TH,True,2,,Y,GB.08,GB.08,,Y,Y,71.64908
way/1328452205,TH,True,2,,Y,GB.08,GB.08,,Y,Y,71.620396
way/1330242236,TH,True,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1430302432,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1430302433,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1430302434,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1430302435,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1430302436,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1430302437,TH,True,2,,Y,C|D,GB.03,,Y,Y,264.698202
way/1430302438,TH,True,2,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_E|G,,PERIOD_STRADDLE_DISJOINT_BANDS_E|G,N,N,
way/1430302439,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1430302440,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1430302441,TH,True,2,,Y,E|F,GB.04,,Y,Y,237.673125
way/1430302442,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1430302443,TH,True,2,,Y,E,GB.04,,Y,Y,235.582078
way/1430302444,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1430302465,TH,True,2,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,PERIOD_STRADDLE_C_GB.02_GB.03,N,N,
way/1430302466,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1430302467,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1430302468,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1430302469,TH,True,2,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,PERIOD_STRADDLE_C_GB.02_GB.03,N,N,
way/1430302476,TH,True,2,,Y,E,GB.04,,Y,Y,239.465625
way/1430302477,TH,True,2,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_D|H,,PERIOD_STRADDLE_DISJOINT_BANDS_D|H,N,N,
way/1430302478,TH,True,2,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,PERIOD_STRADDLE_C_GB.02_GB.03,N,N,
way/1430302479,TH,True,2,,Y,E,GB.04,,Y,Y,284.924882
way/1430302487,TH,True,2,,Y,E,GB.04,,Y,Y,281.332775
way/1430302488,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1430302489,TH,True,2,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,N,N,
way/1430302490,TH,True,2,,Y,D|F,GB.04,,Y,Y,243.218716
way/1430536816,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1430536817,TH,True,2,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_E|G,,PERIOD_STRADDLE_DISJOINT_BANDS_E|G,N,N,
way/1430536818,TH,True,2,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,N,N,
way/1430536819,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1430536822,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1430536823,TH,True,2,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E,,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E,N,N,
way/1430536824,TH,True,2,,Y,E,GB.04,,Y,Y,234.781691
way/1430536825,TH,True,2,,Y,D|E,GB.04,,Y,Y,283.227677
way/1430536836,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1430536837,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1430536838,TH,True,2,,Y,E,GB.04,,Y,Y,235.513613
way/1430536839,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1430536840,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1430536862,TH,True,2,,Y,C|D,GB.03,,Y,Y,285.736624
way/1430536863,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1430536864,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1430536865,TH,True,2,,Y,D|E,GB.04,,Y,Y,298.136057
way/1430536873,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1430536874,TH,True,2,,Y,D|E,GB.04,,Y,Y,242.793543
way/1430536875,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1430536876,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1430536882,TH,True,2,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,PERIOD_STRADDLE_C_GB.02_GB.03,N,N,
way/1430536883,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1430536884,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1430536885,TH,True,2,,Y,B|C,GB.02,,Y,Y,334.474197
way/1430536891,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1430536892,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1430536893,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1430536894,TH,True,2,,Y,E,GB.04,,Y,Y,236.69014
way/1430536895,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1430549423,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1430549424,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1430549425,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1430549426,TH,True,2,,Y,D|E,GB.04,,Y,Y,291.193603
way/1430549427,TH,True,2,,Y,D|E,GB.04,,Y,Y,241.338094
way/1430549434,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1430549436,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1430549437,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1430549438,TH,True,2,,Y,D|F,GB.04,,Y,Y,243.265439
way/1430549439,TH,True,2,,Y,D|E,GB.04,,Y,Y,288.469974
way/1430549447,TH,True,2,,Y,D|F,GB.04,,Y,Y,245.529437
way/1430549448,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1430549449,TH,True,2,,Y,D|E,GB.04,,Y,Y,246.084341
way/1430549450,TH,True,2,,Y,D|E,GB.04,,Y,Y,284.855305
way/1430549456,TH,True,2,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,N,N,
way/1430549457,TH,True,2,,Y,D|E,GB.04,,Y,Y,241.593134
way/1430549458,TH,True,2,,Y,E,GB.04,,Y,Y,242.833022
way/1430549459,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1430549460,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1430549467,TH,True,2,,Y,E,GB.04,,Y,Y,245.789422
way/1430549468,TH,True,2,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,N,N,
way/1430549469,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1430549470,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1430549476,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1430549477,TH,True,2,,Y,E,GB.04,,Y,Y,244.050887
way/1430549478,TH,True,2,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_D|H,,PERIOD_STRADDLE_DISJOINT_BANDS_D|H,N,N,
way/1430549479,TH,True,2,,Y,E,GB.04,,Y,Y,289.096813
