osm_id,vintage_prior,archetype_prior,levels,height_m,year_built,provenance_levels,provenance_height_m,provenance_year_built,in_prior,vintage_current,archetype_current,in_current,vintage_agree,archetype_agree,data_poor
way/265301909,DOERefPre1980,MediumOffice,,23.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265301912,DOERefPre1980,LargeOffice,,46.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265301915,DOERefPre1980,MediumOffice,,18.5,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265301916,DOERefPre1980,MediumOffice,,17.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265301919,DOERefPre1980,LargeOffice,,69.8,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265301922,DOERefPre1980,SmallOffice,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/265301924,DOERefPre1980,MediumOffice,,22.5,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265301926,DOERefPre1980,MediumOffice,,17.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265301927,DOERef1980to2004,MediumOffice,,,1993.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERef1980to2004,LargeOffice,both,True,False,True
way/265301931,DOERefPre1980,SmallOffice,,13.9,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/265301941,DOERefPre1980,MediumOffice,5.0,17.5,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265301944,DOERefPre1980,LargeOffice,,37.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265301952,DOERefPre1980,SmallOffice,,13.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/265301954,DOERefPre1980,MediumOffice,,16.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265301955,DOERefPre1980,SmallOffice,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/265301956,DOERefPre1980,MediumOffice,,15.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265301958,DOERefPre1980,SmallOffice,1.0,5.7,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/265301959,DOERefPre1980,LargeOffice,,46.9,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/265301960,DOERefPre1980,LargeOffice,,66.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265301962,DOERefPre1980,MediumOffice,5.0,17.7,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265301964,DOERefPre1980,LargeOffice,,46.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265301968,DOERefPre1980,LargeOffice,,60.9,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/265301969,DOERefPre1980,MediumOffice,,18.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265301972,DOERefPre1980,LargeOffice,,45.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265301973,DOERefPre1980,LargeOffice,,62.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265301975,DOERefPre1980,LargeOffice,,47.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265301976,DOERefPre1980,MediumOffice,,17.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265301979,DOERefPre1980,MediumOffice,,18.8,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265301980,DOERefPre1980,SmallOffice,,14.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/265301981,DOERefPre1980,LargeOffice,12.0,49.6,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265301982,DOERefPre1980,MediumOffice,,17.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265301984,DOERefPre1980,SmallOffice,,7.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/265301986,DOERefPre1980,MediumOffice,,18.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265301987,DOERefPre1980,LargeOffice,,56.5,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265301988,DOERefPre1980,SmallOffice,,10.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/265301991,DOERefPre1980,MediumOffice,,16.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265301993,DOERefPre1980,MediumOffice,,16.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265301995,90.1-2019,SuperTallBuilding,42.0,124.0,2018.0,OSM_OBSERVED,OSM_OBSERVED,OSM_OBSERVED,both,90.1-2019,SuperTallBuilding,both,True,True,False
way/265301998,DOERefPre1980,TallBuilding,31.0,87.3,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/265302002,DOERefPre1980,MediumOffice,,18.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265302004,DOERefPre1980,LargeOffice,,65.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/265302008,DOERefPre1980,LargeOffice,,45.5,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265302011,DOERefPre1980,MediumOffice,5.0,18.1,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265302016,DOERefPre1980,MediumOffice,5.0,18.4,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265302023,DOERefPre1980,LargeOffice,,68.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/265302028,DOERefPre1980,LargeOffice,,66.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265302031,DOERefPre1980,MediumOffice,,12.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265302034,DOERefPre1980,MediumOffice,,19.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265302037,DOERefPre1980,SmallOffice,,10.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/265302040,DOERefPre1980,MediumOffice,,36.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/265302042,DOERefPre1980,LargeOffice,,47.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/265302043,DOERefPre1980,TallBuilding,,88.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/265302044,DOERefPre1980,MediumOffice,,14.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265302045,DOERefPre1980,SmallOffice,,7.9,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/265302047,DOERefPre1980,SmallOffice,,9.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/265302048,DOERefPre1980,RetailStandalone,,6.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,RetailStandalone,both,True,True,True
way/265302050,DOERefPre1980,MediumOffice,5.0,17.9,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265302051,DOERefPre1980,RetailStandalone,3.0,19.9,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,RetailStandalone,both,True,True,True
way/265302059,DOERefPre1980,TallBuilding,,132.0,1917.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,TallBuilding,both,True,True,True
way/265302062,DOERefPre1980,MediumOffice,,,1930.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,MediumOffice,both,True,True,True
way/265302063,DOERefPre1980,LargeOffice,,54.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/265302064,DOERefPre1980,LargeOffice,,50.5,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/265302066,DOERefPre1980,TallBuilding,,82.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/265302068,DOERefPre1980,LargeOffice,12.0,45.5,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/265302069,DOERefPre1980,LargeOffice,,50.8,1901.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,True,True
way/265302070,DOERefPre1980,LargeOffice,16.0,67.7,1922.0,OSM_OBSERVED,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,True,False
way/265302071,DOERefPre1980,LargeOffice,,61.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERef1980to2004,LargeOffice,both,False,True,True
way/265302072,DOERefPre1980,LargeOffice,12.0,46.0,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/265302075,DOERefPre1980,LargeOffice,,,1950.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,True,True
way/265302076,DOERefPre1980,Courthouse,,,1911.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,Courthouse,both,True,True,True
way/265302078,DOERefPre1980,LargeOffice,,47.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/265302079,DOERefPre1980,SmallOffice,,11.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/265302080,DOERefPre1980,SuperTallBuilding,,155.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SuperTallBuilding,both,True,True,True
way/265302081,DOERefPre1980,SmallOffice,,8.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/265302082,DOERefPre1980,MediumOffice,4.0,14.5,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265302083,DOERefPre1980,LargeOffice,,61.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/265302086,DOERefPre1980,MediumOffice,,23.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265302087,DOERefPre1980,LargeOffice,,52.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265302089,DOERefPre1980,LargeOffice,,46.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265302090,DOERefPre1980,MediumOffice,,,1927.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,MediumOffice,both,True,True,True
way/265302091,DOERefPre1980,LargeOffice,,64.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/265302092,DOERefPre1980,LargeOffice,12.0,46.6,1920.0,OSM_OBSERVED,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,True,False
way/265302094,DOERefPre1980,LargeOffice,,12.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265302095,DOERefPre1980,TallBuilding,,78.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/265302097,DOERefPre1980,TallBuilding,,125.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/265302098,DOERefPre1980,MediumOffice,,26.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/265302100,DOERefPre1980,LargeOffice,,61.9,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/265302101,DOERefPre1980,LargeOffice,,49.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265302103,DOERefPre1980,MediumOffice,,43.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/265302106,DOERefPre1980,MediumOffice,,,1928.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,MediumOffice,both,True,True,True
way/265302107,DOERefPre1980,MediumOffice,4.0,12.6,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265302108,DOERefPre1980,TallBuilding,,89.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/265302110,DOERefPre1980,MediumOffice,,21.9,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265302111,DOERefPre1980,MediumOffice,5.0,20.5,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265302112,DOERefPre1980,TallBuilding,,87.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/265302115,DOERefPre1980,TallBuilding,,92.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/265302116,DOERefPre1980,LargeOffice,,49.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265302117,DOERefPre1980,TallBuilding,,76.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/265302118,DOERefPre1980,TallBuilding,,90.9,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/265302121,DOERefPre1980,MediumOffice,,,1957.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,False,True
way/265302122,DOERefPre1980,MediumOffice,4.0,16.0,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265302123,DOERefPre1980,LargeOffice,,57.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/265302124,DOERefPre1980,TallBuilding,,91.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/265302125,DOERefPre1980,LargeOffice,16.0,69.8,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/265302141,DOERefPre1980,TallBuilding,,71.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,90.1-2013,TallBuilding,both,False,True,True
way/265302142,DOERefPre1980,LargeOffice,,54.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265302143,DOERefPre1980,LargeOffice,,62.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/265302147,DOERefPre1980,LargeOffice,,40.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/265302149,DOERefPre1980,LargeOffice,,51.9,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265302151,DOERefPre1980,TallBuilding,,80.8,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/265302152,DOERefPre1980,MediumOffice,,,1926.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,MediumOffice,both,True,True,True
way/265302154,DOERefPre1980,LargeOffice,12.0,45.5,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/265302156,DOERefPre1980,TallBuilding,,88.8,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/265302157,DOERefPre1980,LargeOffice,,46.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265302158,DOERefPre1980,TallBuilding,,76.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/265302159,DOERefPre1980,TallBuilding,,109.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/265302160,DOERefPre1980,TallBuilding,,75.8,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/265302161,DOERefPre1980,MediumOffice,9.0,32.0,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/265302163,DOERefPre1980,LargeOffice,,65.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/265302164,90.1-2013,TallBuilding,21.0,70.9,2014.0,OSM_OBSERVED,OSM_OBSERVED,OSM_OBSERVED,both,90.1-2013,TallBuilding,both,True,True,False
way/265302165,DOERefPre1980,MediumOffice,,,1963.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,MediumOffice,both,True,True,True
way/265302168,DOERefPre1980,LargeOffice,16.0,67.0,1906.0,OSM_OBSERVED,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,LargeHotel,both,True,False,False
way/265302169,DOERefPre1980,TallBuilding,24.0,99.67,1930.0,OSM_OBSERVED,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,TallBuilding,both,True,True,False
way/265302170,DOERefPre1980,MediumOffice,,42.5,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/265302172,DOERefPre1980,MediumOffice,,,1931.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,False,True
way/265302177,DOERef1980to2004,MidriseApartment,4.0,13.0,1986.0,OSM_OBSERVED,OSM_OBSERVED,OSM_OBSERVED,both,DOERef1980to2004,MidriseApartment,both,True,True,False
way/265320169,DOERefPre1980,OpenUBEMUnknown,,17.0,1924.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,OpenUBEMUnknown,both,True,True,True
way/265320175,DOERefPre1980,LargeOffice,,45.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265320176,DOERefPre1980,SmallOffice,,13.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/265320177,DOERefPre1980,SmallOffice,,12.8,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/265320178,DOERefPre1980,SmallOffice,,13.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/265320179,DOERefPre1980,LargeOffice,,42.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265320181,DOERefPre1980,SmallOffice,,13.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/265320244,DOERefPre1980,LargeOffice,,41.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265320250,DOERefPre1980,MediumOffice,,17.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/265320251,DOERefPre1980,SmallOffice,,3.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/265320254,DOERefPre1980,MediumOffice,,12.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/265320258,DOERefPre1980,SmallOffice,,2.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/265424275,DOERef1980to2004,TallBuilding,30.0,86.9,1990.0,OSM_OBSERVED,OSM_OBSERVED,OSM_OBSERVED,both,DOERef1980to2004,TallBuilding,both,True,True,False
way/265424277,DOERefPre1980,LargeOffice,15.0,73.4,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265424278,DOERefPre1980,LargeOffice,,46.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265424281,DOERefPre1980,MediumOffice,11.0,21.5,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/265424282,DOERefPre1980,LargeOffice,,52.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265424283,DOERefPre1980,MediumOffice,,13.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265424285,DOERefPre1980,LargeOffice,,46.5,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265424286,DOERefPre1980,MediumOffice,,23.5,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265424287,DOERefPre1980,TallBuilding,,81.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/265424288,DOERefPre1980,MediumOffice,6.0,24.1,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265424289,DOERefPre1980,MediumOffice,6.0,25.2,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265424290,DOERefPre1980,MediumOffice,,15.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265424292,DOERefPre1980,TallBuilding,,78.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/265424293,DOERefPre1980,MediumOffice,,22.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/265424315,DOERefPre1980,MediumOffice,,20.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265424318,DOERefPre1980,MediumOffice,7.0,25.5,1924.0,OSM_OBSERVED,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,SmallOffice,both,True,False,False
way/265424322,DOERefPre1980,MediumOffice,,21.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265424325,DOERefPre1980,MediumOffice,,24.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265424328,DOERefPre1980,MediumOffice,,31.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265424331,DOERef1980to2004,MediumOffice,,,1986.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERef1980to2004,MediumOffice,both,True,True,True
way/265424333,DOERefPre1980,LargeOffice,12.0,41.0,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265424344,DOERefPre1980,MediumOffice,,12.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265424350,DOERefPre1980,MediumOffice,,26.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265424359,DOERefPre1980,LargeOffice,,69.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265424368,DOERefPre1980,MediumOffice,,,1970.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,False,True
way/265424370,DOERefPre1980,MediumOffice,,,1926.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,MediumOffice,both,True,True,True
