osm_id,vintage_prior,archetype_prior,levels,height_m,year_built,provenance_levels,provenance_height_m,provenance_year_built,in_prior,vintage_current,archetype_current,in_current,vintage_agree,archetype_agree,data_poor
way/266170767,DOERef1980to2004,TallBuilding,27.0,113.0,1989.0,OSM_OBSERVED,OSM_OBSERVED,OSM_OBSERVED,both,DOERef1980to2004,TallBuilding,both,True,True,False
way/266170768,DOERefPre1980,LargeOffice,,53.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266170769,DOERefPre1980,MediumOffice,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266170770,DOERefPre1980,LargeOffice,,63.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266170771,DOERefPre1980,TallBuilding,,70.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/266170772,DOERefPre1980,MediumOffice,,15.5,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266170777,DOERefPre1980,LargeOffice,,40.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266170781,DOERefPre1980,MediumOffice,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266170782,DOERefPre1980,LargeOffice,,33.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266170783,DOERefPre1980,TallBuilding,,78.5,1962.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,TallBuilding,both,True,True,True
way/266170785,DOERefPre1980,LargeOffice,,63.5,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266170787,DOERefPre1980,MediumOffice,,46.9,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266170788,DOERefPre1980,LargeOffice,,52.5,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266170789,DOERefPre1980,LargeOffice,,35.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266170792,DOERefPre1980,MediumOffice,,,1974.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,False,True
way/266170794,DOERefPre1980,LargeOffice,,,1940.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266170795,90.1-2019,TallBuilding,39.0,157.0,2018.0,OSM_OBSERVED,OSM_OBSERVED,OSM_OBSERVED,both,90.1-2019,TallBuilding,both,True,True,False
way/266170797,DOERefPre1980,LargeOffice,1.0,,1939.0,OSM_OBSERVED,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266170800,DOERefPre1980,LargeOffice,,49.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,90.1-2013,LargeHotel,both,False,False,True
way/266170802,DOERefPre1980,MediumOffice,,25.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170804,DOERefPre1980,RetailStandalone,,23.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,RetailStandalone,both,True,True,True
way/266170809,DOERefPre1980,QuickServiceRestaurant,,,1926.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,QuickServiceRestaurant,both,True,True,True
way/266170814,DOERefPre1980,SmallOffice,,9.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/266170816,DOERefPre1980,TallBuilding,,74.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/266170818,DOERefPre1980,LargeOffice,,34.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266170819,DOERefPre1980,MediumOffice,,,1927.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,False,True
way/266170820,DOERefPre1980,MediumOffice,,,1959.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,False,True
way/266170824,DOERefPre1980,MediumOffice,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266170825,DOERefPre1980,MediumOffice,,,1904.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,False,True
way/266170830,DOERefPre1980,MediumOffice,,8.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170831,DOERefPre1980,LargeOffice,,56.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266170832,DOERefPre1980,MediumOffice,,25.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266170833,DOERefPre1980,SmallOffice,,6.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/266170835,DOERefPre1980,LargeOffice,,19.2,1907.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266170836,DOERefPre1980,MediumOffice,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266170837,DOERefPre1980,MediumOffice,,,1938.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,False,True
way/266170838,DOERefPre1980,LargeOffice,,30.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266170839,DOERefPre1980,LargeOffice,,18.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERef1980to2004,LargeOffice,both,False,True,True
way/266170840,DOERefPre1980,LargeOffice,,63.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266170841,DOERefPre1980,MediumOffice,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,False,True
way/266170843,DOERefPre1980,LargeOffice,,57.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERef1980to2004,LargeOffice,both,False,True,True
way/266170844,DOERefPre1980,MediumOffice,,,1954.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266170848,DOERefPre1980,LargeOffice,,30.0,1952.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266170852,DOERefPre1980,SuperTallBuilding,44.0,175.0,1974.0,OSM_OBSERVED,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,SuperTallBuilding,both,True,True,False
way/266170853,DOERefPre1980,MediumOffice,,,1931.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,False,True
way/266863344,DOERefPre1980,LargeOffice,,48.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/267018744,DOERefPre1980,TallBuilding,31.0,138.0,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/277956176,90.1-2013,TallBuilding,37.0,123.0,2014.0,OSM_OBSERVED,OSM_OBSERVED,OSM_OBSERVED,both,90.1-2013,TallBuilding,both,True,True,False
way/282065776,90.1-2013,MediumOffice,,,2015.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,90.1-2013,MediumOffice,both,True,True,True
way/283346493,DOERefPre1980,MediumOffice,,,1924.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,LargeHotel,both,True,False,True
way/288448678,DOERefPre1980,MediumOffice,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,90.1-2013,LargeHotel,both,False,False,True
way/292743602,90.1-2013,TallBuilding,,80.0,2015.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,90.1-2013,TallBuilding,both,True,True,True
way/292840083,90.1-2013,MediumOffice,17.0,50.0,2013.0,OSM_OBSERVED,OSM_OBSERVED,OSM_OBSERVED,both,90.1-2013,LargeHotel,both,True,False,False
way/292840084,DOERefPre1980,LargeOffice,17.0,51.0,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,90.1-2013,LargeHotel,both,False,False,True
way/292840085,DOERefPre1980,TallBuilding,25.0,81.4,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/293183674,90.1-2013,SmallOffice,,,2010.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,90.1-2013,LargeHotel,both,True,False,True
way/319773436,DOERefPre1980,SmallOffice,,12.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/372083672,DOERefPre1980,MediumOffice,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/392300456,DOERefPre1980,SmallOffice,5.0,40.7,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/42496314,DOERefPre1980,SuperTallBuilding,51.0,,1969.0,OSM_OBSERVED,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,SuperTallBuilding,both,True,True,True
way/42496352,DOERefPre1980,MediumOffice,,,1970.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,False,True
way/42500728,DOERefPre1980,MediumOffice,,,1937.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,False,True
way/458501298,DOERefPre1980,TallBuilding,26.0,78.0,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/473560487,DOERefPre1980,OpenUBEMUnknown,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,OpenUBEMUnknown,both,True,True,True
way/487519789,DOERefPre1980,MediumOffice,4.0,,,OSM_OBSERVED,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/487519790,DOERefPre1980,SuperTallBuilding,70.0,10.0,1933.0,OSM_OBSERVED,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,SuperTallBuilding,both,True,True,False
way/591988931,DOERefPre1980,OpenUBEMUnknown,1.0,,,OSM_OBSERVED,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,OpenUBEMUnknown,both,True,True,True
way/591988933,DOERefPre1980,OpenUBEMUnknown,1.0,,,OSM_OBSERVED,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,OpenUBEMUnknown,both,True,True,True
way/591988935,DOERefPre1980,OpenUBEMUnknown,1.0,,,OSM_OBSERVED,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,OpenUBEMUnknown,both,True,True,True
way/591988942,DOERefPre1980,OpenUBEMUnknown,1.0,,,OSM_OBSERVED,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,OpenUBEMUnknown,both,True,True,True
way/591988947,DOERefPre1980,OpenUBEMUnknown,1.0,,,OSM_OBSERVED,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,OpenUBEMUnknown,both,True,True,True
way/635639732,DOERefPre1980,MediumOffice,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/645421567,DOERefPre1980,TallBuilding,25.0,89.3,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/702073637,DOERefPre1980,SmallOffice,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/702073638,DOERefPre1980,SmallOffice,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/702073639,DOERefPre1980,SmallOffice,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/702073640,DOERefPre1980,SmallOffice,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/702073641,DOERefPre1980,OpenUBEMUnknown,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,OpenUBEMUnknown,both,True,True,True
way/702073799,DOERefPre1980,OpenUBEMUnknown,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,OpenUBEMUnknown,both,True,True,True
way/812938420,DOERefPre1980,OpenUBEMUnknown,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,OpenUBEMUnknown,both,True,True,True
way/819626511,DOERefPre1980,SmallOffice,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/86121620,DOERef1980to2004,LargeOffice,,,1999.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERef1980to2004,LargeOffice,both,True,True,True
way/86121621,90.1-2007,SuperTallBuilding,,366.0,2009.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,90.1-2007,SuperTallBuilding,both,True,True,True
way/86216914,DOERefPre1980,SuperTallBuilding,40.0,192.0,1974.0,OSM_OBSERVED,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,SuperTallBuilding,both,True,True,False
way/91200880,DOERefPre1980,MediumOffice,,,1932.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,False,True
way/91200920,DOERefPre1980,MediumOffice,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,False,True
