surface_class,tilt_reported,surface_name,zone_name,storey_token,cell,stem,mode,run_label,has_fatal,population,_run_summary,_n_upside_down,_n_zones_total,_n_zones_upside_down,_fatal_zone,_fatal_zone_upside_down,_n_top_floor_zones,_n_top_floor_zones_upside_down
,,,,,la_rural,way_472960932,floor,background,False,background,True,0.0,2.0,0.0,,,1.0,0.0
,,,,,la_rural,way_472960932,layout_assign,background,False,background,True,0.0,3.0,0.0,,,0.0,0.0
Floor,0.0,BLOCK WAY/472960933_WHOLE STOREY 0 FLOOR 0001,WAY/472960933_F0_WHOLE,F0,la_rural,way_472960933,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK WAY/472960933_WHOLE STOREY 1 ROOF 0001,WAY/472960933_F1_WHOLE,F1,la_rural,way_472960933,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK WAY/472960933_WHOLE STOREY 0 CEILING 0001_1,WAY/472960933_F0_WHOLE,F0,la_rural,way_472960933,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK WAY/472960933_WHOLE STOREY 1 FLOOR 0001_1,WAY/472960933_F1_WHOLE,F1,la_rural,way_472960933,auto,background,False,background,,,,,,,,
,,,,,la_rural,way_472960933,auto,background,False,background,True,4.0,2.0,2.0,,,1.0,1.0
,,,,,la_rural,way_472960933,building,background,False,background,True,0.0,1.0,0.0,,,1.0,0.0
,,,,,la_rural,way_472960933,fast_zone,background,False,background,True,0.0,2.0,0.0,,,1.0,0.0
,,,,,la_rural,way_472960933,floor,background,False,background,True,0.0,2.0,0.0,,,1.0,0.0
,,,,,la_rural,way_472960933,layout_assign,background,False,background,True,0.0,3.0,0.0,,,0.0,0.0
Floor,0.0,BLOCK WAY/472960934_WHOLE STOREY 0 FLOOR 0001,WAY/472960934_F0_WHOLE,F0,la_rural,way_472960934,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK WAY/472960934_WHOLE STOREY 1 ROOF 0001,WAY/472960934_F1_WHOLE,F1,la_rural,way_472960934,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK WAY/472960934_WHOLE STOREY 0 CEILING 0001_1,WAY/472960934_F0_WHOLE,F0,la_rural,way_472960934,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK WAY/472960934_WHOLE STOREY 1 FLOOR 0001_1,WAY/472960934_F1_WHOLE,F1,la_rural,way_472960934,auto,background,False,background,,,,,,,,
,,,,,la_rural,way_472960934,auto,background,False,background,True,4.0,2.0,2.0,,,1.0,1.0
,,,,,la_rural,way_472960934,building,background,False,background,True,0.0,1.0,0.0,,,1.0,0.0
,,,,,la_rural,way_472960934,fast_zone,background,False,background,True,0.0,2.0,0.0,,,1.0,0.0
,,,,,la_rural,way_472960934,floor,background,False,background,True,0.0,2.0,0.0,,,1.0,0.0
,,,,,la_rural,way_472960934,layout_assign,background,False,background,True,0.0,3.0,0.0,,,0.0,0.0
Floor,0.0,BLOCK WAY/472960935_WHOLE STOREY 0 FLOOR 0001,WAY/472960935_F0_WHOLE,F0,la_rural,way_472960935,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK WAY/472960935_WHOLE STOREY 1 ROOF 0001,WAY/472960935_F1_WHOLE,F1,la_rural,way_472960935,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK WAY/472960935_WHOLE STOREY 0 CEILING 0001_1,WAY/472960935_F0_WHOLE,F0,la_rural,way_472960935,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK WAY/472960935_WHOLE STOREY 1 FLOOR 0001_1,WAY/472960935_F1_WHOLE,F1,la_rural,way_472960935,auto,background,False,background,,,,,,,,
,,,,,la_rural,way_472960935,auto,background,False,background,True,4.0,2.0,2.0,,,1.0,1.0
,,,,,la_rural,way_472960935,building,background,False,background,True,0.0,1.0,0.0,,,1.0,0.0
,,,,,la_rural,way_472960935,fast_zone,background,False,background,True,0.0,2.0,0.0,,,1.0,0.0
,,,,,la_rural,way_472960935,floor,background,False,background,True,0.0,2.0,0.0,,,1.0,0.0
,,,,,la_rural,way_472960935,layout_assign,background,False,background,True,0.0,3.0,0.0,,,0.0,0.0
Floor,0.0,BLOCK PERIMETER_ZONE_1 STOREY 0 FLOOR 0001,WAY/472960936_F0_PERIM1,F0,la_rural,way_472960936,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_1 STOREY 2 ROOF 0001,WAY/472960936_F2_PERIM1,F2,la_rural,way_472960936,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_2 STOREY 0 FLOOR 0001,WAY/472960936_F0_PERIM2,F0,la_rural,way_472960936,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_2 STOREY 2 ROOF 0001,WAY/472960936_F2_PERIM2,F2,la_rural,way_472960936,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_3 STOREY 0 FLOOR 0001,WAY/472960936_F0_PERIM3,F0,la_rural,way_472960936,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_3 STOREY 2 ROOF 0001,WAY/472960936_F2_PERIM3,F2,la_rural,way_472960936,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_4 STOREY 0 FLOOR 0001,WAY/472960936_F0_PERIM4,F0,la_rural,way_472960936,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_4 STOREY 2 ROOF 0001,WAY/472960936_F2_PERIM4,F2,la_rural,way_472960936,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_1 STOREY 0 CEILING 0001_1,WAY/472960936_F0_PERIM1,F0,la_rural,way_472960936,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_1 STOREY 1 FLOOR 0001_1,WAY/472960936_F1_PERIM1,F1,la_rural,way_472960936,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_1 STOREY 1 CEILING 0001_1,WAY/472960936_F1_PERIM1,F1,la_rural,way_472960936,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_1 STOREY 2 FLOOR 0001_1,WAY/472960936_F2_PERIM1,F2,la_rural,way_472960936,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_2 STOREY 0 CEILING 0001_1,WAY/472960936_F0_PERIM2,F0,la_rural,way_472960936,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_2 STOREY 1 FLOOR 0001_1,WAY/472960936_F1_PERIM2,F1,la_rural,way_472960936,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_2 STOREY 1 CEILING 0001_1,WAY/472960936_F1_PERIM2,F1,la_rural,way_472960936,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_2 STOREY 2 FLOOR 0001_1,WAY/472960936_F2_PERIM2,F2,la_rural,way_472960936,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_3 STOREY 0 CEILING 0001_1,WAY/472960936_F0_PERIM3,F0,la_rural,way_472960936,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_3 STOREY 1 FLOOR 0001_1,WAY/472960936_F1_PERIM3,F1,la_rural,way_472960936,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_3 STOREY 1 CEILING 0001_1,WAY/472960936_F1_PERIM3,F1,la_rural,way_472960936,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_3 STOREY 2 FLOOR 0001_1,WAY/472960936_F2_PERIM3,F2,la_rural,way_472960936,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_4 STOREY 0 CEILING 0001_1,WAY/472960936_F0_PERIM4,F0,la_rural,way_472960936,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_4 STOREY 1 FLOOR 0001_1,WAY/472960936_F1_PERIM4,F1,la_rural,way_472960936,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_4 STOREY 1 CEILING 0001_1,WAY/472960936_F1_PERIM4,F1,la_rural,way_472960936,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_4 STOREY 2 FLOOR 0001_1,WAY/472960936_F2_PERIM4,F2,la_rural,way_472960936,auto,background,False,background,,,,,,,,
,,,,,la_rural,way_472960936,auto,background,False,background,True,24.0,15.0,12.0,,,5.0,4.0
,,,,,la_rural,way_472960936,building,background,False,background,True,0.0,1.0,0.0,,,1.0,0.0
,,,,,la_rural,way_472960936,fast_zone,background,False,background,True,0.0,15.0,0.0,,,5.0,0.0
,,,,,la_rural,way_472960936,floor,background,False,background,True,0.0,3.0,0.0,,,1.0,0.0
,,,,,la_rural,way_472960936,layout_assign,background,False,background,True,0.0,18.0,0.0,,,0.0,0.0
Floor,0.0,BLOCK PERIMETER_ZONE_1 STOREY 0 FLOOR 0001,WAY/472960937_F0_PERIM1,F0,la_rural,way_472960937,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_1 STOREY 1 ROOF 0001,WAY/472960937_F1_PERIM1,F1,la_rural,way_472960937,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_2 STOREY 0 FLOOR 0001,WAY/472960937_F0_PERIM2,F0,la_rural,way_472960937,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_2 STOREY 1 ROOF 0001,WAY/472960937_F1_PERIM2,F1,la_rural,way_472960937,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_3 STOREY 0 FLOOR 0001,WAY/472960937_F0_PERIM3,F0,la_rural,way_472960937,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_3 STOREY 1 ROOF 0001,WAY/472960937_F1_PERIM3,F1,la_rural,way_472960937,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_4 STOREY 0 FLOOR 0001,WAY/472960937_F0_PERIM4,F0,la_rural,way_472960937,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_4 STOREY 1 ROOF 0001,WAY/472960937_F1_PERIM4,F1,la_rural,way_472960937,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_1 STOREY 0 CEILING 0001_1,WAY/472960937_F0_PERIM1,F0,la_rural,way_472960937,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_1 STOREY 1 FLOOR 0001_1,WAY/472960937_F1_PERIM1,F1,la_rural,way_472960937,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_2 STOREY 0 CEILING 0001_1,WAY/472960937_F0_PERIM2,F0,la_rural,way_472960937,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_2 STOREY 1 FLOOR 0001_1,WAY/472960937_F1_PERIM2,F1,la_rural,way_472960937,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_3 STOREY 0 CEILING 0001_1,WAY/472960937_F0_PERIM3,F0,la_rural,way_472960937,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_3 STOREY 1 FLOOR 0001_1,WAY/472960937_F1_PERIM3,F1,la_rural,way_472960937,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_4 STOREY 0 CEILING 0001_1,WAY/472960937_F0_PERIM4,F0,la_rural,way_472960937,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_4 STOREY 1 FLOOR 0001_1,WAY/472960937_F1_PERIM4,F1,la_rural,way_472960937,auto,background,False,background,,,,,,,,
,,,,,la_rural,way_472960937,auto,background,False,background,True,16.0,10.0,8.0,,,5.0,4.0
,,,,,la_rural,way_472960937,building,background,False,background,True,0.0,1.0,0.0,,,1.0,0.0
,,,,,la_rural,way_472960937,fast_zone,background,False,background,True,0.0,10.0,0.0,,,5.0,0.0
,,,,,la_rural,way_472960937,floor,background,False,background,True,0.0,2.0,0.0,,,1.0,0.0
,,,,,la_rural,way_472960937,layout_assign,background,False,background,True,0.0,6.0,0.0,,,0.0,0.0
Floor,0.0,BLOCK RELATION/6243355_WHOLE STOREY 0 FLOOR 0001,RELATION/6243355_F0_WHOLE,F0,la_urban,relation_6243355,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6243355_WHOLE STOREY 4 ROOF 0001,RELATION/6243355_F4_WHOLE,F4,la_urban,relation_6243355,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6243355_WHOLE STOREY 0 CEILING 0001_1,RELATION/6243355_F0_WHOLE,F0,la_urban,relation_6243355,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK RELATION/6243355_WHOLE STOREY 1 FLOOR 0001_1,RELATION/6243355_F1_WHOLE,F1,la_urban,relation_6243355,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6243355_WHOLE STOREY 1 CEILING 0001_1,RELATION/6243355_F1_WHOLE,F1,la_urban,relation_6243355,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK RELATION/6243355_WHOLE STOREY 2 FLOOR 0001_1,RELATION/6243355_F2_WHOLE,F2,la_urban,relation_6243355,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6243355_WHOLE STOREY 2 CEILING 0001_1,RELATION/6243355_F2_WHOLE,F2,la_urban,relation_6243355,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK RELATION/6243355_WHOLE STOREY 3 FLOOR 0001_1,RELATION/6243355_F3_WHOLE,F3,la_urban,relation_6243355,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6243355_WHOLE STOREY 3 CEILING 0001_1,RELATION/6243355_F3_WHOLE,F3,la_urban,relation_6243355,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK RELATION/6243355_WHOLE STOREY 4 FLOOR 0001_1,RELATION/6243355_F4_WHOLE,F4,la_urban,relation_6243355,auto,background,False,background,,,,,,,,
,,,,,la_urban,relation_6243355,auto,background,False,background,True,10.0,5.0,5.0,,,1.0,1.0
,,,,,la_urban,relation_6243355,building,background,False,background,True,0.0,1.0,0.0,,,1.0,0.0
,,,,,la_urban,relation_6243355,fast_zone,background,False,background,True,0.0,5.0,0.0,,,1.0,0.0
,,,,,la_urban,relation_6243355,floor,background,False,background,True,0.0,5.0,0.0,,,1.0,0.0
,,,,,la_urban,relation_6243355,layout_assign,background,False,background,True,0.0,27.0,0.0,,,0.0,0.0
Floor,0.0,BLOCK RELATION/6353541_WHOLE STOREY 0 FLOOR 0001,RELATION/6353541_F0_WHOLE,F0,la_urban,relation_6353541,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6353541_WHOLE STOREY 6 ROOF 0001,RELATION/6353541_F6_WHOLE,F6,la_urban,relation_6353541,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6353541_WHOLE STOREY 0 CEILING 0001_1,RELATION/6353541_F0_WHOLE,F0,la_urban,relation_6353541,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK RELATION/6353541_WHOLE STOREY 1 FLOOR 0001_1,RELATION/6353541_F1_WHOLE,F1,la_urban,relation_6353541,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6353541_WHOLE STOREY 1 CEILING 0001_1,RELATION/6353541_F1_WHOLE,F1,la_urban,relation_6353541,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK RELATION/6353541_WHOLE STOREY 2 FLOOR 0001_1,RELATION/6353541_F2_WHOLE,F2,la_urban,relation_6353541,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6353541_WHOLE STOREY 2 CEILING 0001_1,RELATION/6353541_F2_WHOLE,F2,la_urban,relation_6353541,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK RELATION/6353541_WHOLE STOREY 3 FLOOR 0001_1,RELATION/6353541_F3_WHOLE,F3,la_urban,relation_6353541,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6353541_WHOLE STOREY 3 CEILING 0001_1,RELATION/6353541_F3_WHOLE,F3,la_urban,relation_6353541,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK RELATION/6353541_WHOLE STOREY 4 FLOOR 0001_1,RELATION/6353541_F4_WHOLE,F4,la_urban,relation_6353541,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6353541_WHOLE STOREY 4 CEILING 0001_1,RELATION/6353541_F4_WHOLE,F4,la_urban,relation_6353541,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK RELATION/6353541_WHOLE STOREY 5 FLOOR 0001_1,RELATION/6353541_F5_WHOLE,F5,la_urban,relation_6353541,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6353541_WHOLE STOREY 5 CEILING 0001_1,RELATION/6353541_F5_WHOLE,F5,la_urban,relation_6353541,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK RELATION/6353541_WHOLE STOREY 6 FLOOR 0001_1,RELATION/6353541_F6_WHOLE,F6,la_urban,relation_6353541,auto,background,False,background,,,,,,,,
,,,,,la_urban,relation_6353541,auto,background,False,background,True,14.0,7.0,7.0,,,1.0,1.0
,,,,,la_urban,relation_6353541,building,background,False,background,True,0.0,1.0,0.0,,,1.0,0.0
,,,,,la_urban,relation_6353541,fast_zone,background,False,background,True,0.0,7.0,0.0,,,1.0,0.0
,,,,,la_urban,relation_6353541,floor,background,False,background,True,0.0,7.0,0.0,,,1.0,0.0
,,,,,la_urban,relation_6353541,layout_assign,background,False,background,True,0.0,23.0,0.0,,,0.0,0.0
Floor,0.0,BLOCK RELATION/6356829_WHOLE STOREY 0 FLOOR 0001,RELATION/6356829_F0_WHOLE,F0,la_urban,relation_6356829,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6356829_WHOLE STOREY 0 ROOF 0001,RELATION/6356829_F0_WHOLE,F0,la_urban,relation_6356829,auto,background,False,background,,,,,,,,
,,,,,la_urban,relation_6356829,auto,background,False,background,True,2.0,1.0,1.0,,,1.0,1.0
,,,,,la_urban,relation_6356829,building,background,False,background,True,0.0,1.0,0.0,,,1.0,0.0
,,,,,la_urban,relation_6356829,fast_zone,background,False,background,True,0.0,1.0,0.0,,,1.0,0.0
,,,,,la_urban,relation_6356829,floor,background,False,background,True,0.0,1.0,0.0,,,1.0,0.0
,,,,,la_urban,relation_6356829,layout_assign,background,False,background,True,0.0,18.0,0.0,,,0.0,0.0
Floor,0.0,BLOCK RELATION/6356830_WHOLE STOREY 0 FLOOR 0001,RELATION/6356830_F0_WHOLE,F0,la_urban,relation_6356830,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6356830_WHOLE STOREY 13 ROOF 0001,RELATION/6356830_F13_WHOLE,F13,la_urban,relation_6356830,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6356830_WHOLE STOREY 0 CEILING 0001_1,RELATION/6356830_F0_WHOLE,F0,la_urban,relation_6356830,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK RELATION/6356830_WHOLE STOREY 1 FLOOR 0001_1,RELATION/6356830_F1_WHOLE,F1,la_urban,relation_6356830,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6356830_WHOLE STOREY 1 CEILING 0001_1,RELATION/6356830_F1_WHOLE,F1,la_urban,relation_6356830,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK RELATION/6356830_WHOLE STOREY 2 FLOOR 0001_1,RELATION/6356830_F2_WHOLE,F2,la_urban,relation_6356830,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6356830_WHOLE STOREY 2 CEILING 0001_1,RELATION/6356830_F2_WHOLE,F2,la_urban,relation_6356830,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK RELATION/6356830_WHOLE STOREY 3 FLOOR 0001_1,RELATION/6356830_F3_WHOLE,F3,la_urban,relation_6356830,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6356830_WHOLE STOREY 3 CEILING 0001_1,RELATION/6356830_F3_WHOLE,F3,la_urban,relation_6356830,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK RELATION/6356830_WHOLE STOREY 4 FLOOR 0001_1,RELATION/6356830_F4_WHOLE,F4,la_urban,relation_6356830,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6356830_WHOLE STOREY 4 CEILING 0001_1,RELATION/6356830_F4_WHOLE,F4,la_urban,relation_6356830,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK RELATION/6356830_WHOLE STOREY 5 FLOOR 0001_1,RELATION/6356830_F5_WHOLE,F5,la_urban,relation_6356830,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6356830_WHOLE STOREY 5 CEILING 0001_1,RELATION/6356830_F5_WHOLE,F5,la_urban,relation_6356830,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK RELATION/6356830_WHOLE STOREY 6 FLOOR 0001_1,RELATION/6356830_F6_WHOLE,F6,la_urban,relation_6356830,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6356830_WHOLE STOREY 6 CEILING 0001_1,RELATION/6356830_F6_WHOLE,F6,la_urban,relation_6356830,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK RELATION/6356830_WHOLE STOREY 7 FLOOR 0001_1,RELATION/6356830_F7_WHOLE,F7,la_urban,relation_6356830,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6356830_WHOLE STOREY 7 CEILING 0001_1,RELATION/6356830_F7_WHOLE,F7,la_urban,relation_6356830,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK RELATION/6356830_WHOLE STOREY 8 FLOOR 0001_1,RELATION/6356830_F8_WHOLE,F8,la_urban,relation_6356830,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6356830_WHOLE STOREY 8 CEILING 0001_1,RELATION/6356830_F8_WHOLE,F8,la_urban,relation_6356830,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK RELATION/6356830_WHOLE STOREY 9 FLOOR 0001_1,RELATION/6356830_F9_WHOLE,F9,la_urban,relation_6356830,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6356830_WHOLE STOREY 9 CEILING 0001_1,RELATION/6356830_F9_WHOLE,F9,la_urban,relation_6356830,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK RELATION/6356830_WHOLE STOREY 10 FLOOR 0001_1,RELATION/6356830_F10_WHOLE,F10,la_urban,relation_6356830,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6356830_WHOLE STOREY 10 CEILING 0001_1,RELATION/6356830_F10_WHOLE,F10,la_urban,relation_6356830,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK RELATION/6356830_WHOLE STOREY 11 FLOOR 0001_1,RELATION/6356830_F11_WHOLE,F11,la_urban,relation_6356830,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6356830_WHOLE STOREY 11 CEILING 0001_1,RELATION/6356830_F11_WHOLE,F11,la_urban,relation_6356830,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK RELATION/6356830_WHOLE STOREY 12 FLOOR 0001_1,RELATION/6356830_F12_WHOLE,F12,la_urban,relation_6356830,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6356830_WHOLE STOREY 12 CEILING 0001_1,RELATION/6356830_F12_WHOLE,F12,la_urban,relation_6356830,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK RELATION/6356830_WHOLE STOREY 13 FLOOR 0001_1,RELATION/6356830_F13_WHOLE,F13,la_urban,relation_6356830,auto,background,False,background,,,,,,,,
,,,,,la_urban,relation_6356830,auto,background,False,background,True,28.0,14.0,14.0,,,1.0,1.0
,,,,,la_urban,relation_6356830,building,background,False,background,True,0.0,1.0,0.0,,,1.0,0.0
,,,,,la_urban,relation_6356830,fast_zone,background,False,background,True,0.0,14.0,0.0,,,1.0,0.0
,,,,,la_urban,relation_6356830,floor,background,False,background,True,0.0,14.0,0.0,,,1.0,0.0
,,,,,la_urban,relation_6356830,layout_assign,background,False,background,True,0.0,14.0,0.0,,,1.0,0.0
Floor,0.0,BLOCK RELATION/6356862_WHOLE STOREY 0 FLOOR 0001,RELATION/6356862_F0_WHOLE,F0,la_urban,relation_6356862,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6356862_WHOLE STOREY 2 ROOF 0001,RELATION/6356862_F2_WHOLE,F2,la_urban,relation_6356862,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6356862_WHOLE STOREY 0 CEILING 0001_1,RELATION/6356862_F0_WHOLE,F0,la_urban,relation_6356862,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK RELATION/6356862_WHOLE STOREY 1 FLOOR 0001_1,RELATION/6356862_F1_WHOLE,F1,la_urban,relation_6356862,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6356862_WHOLE STOREY 1 CEILING 0001_1,RELATION/6356862_F1_WHOLE,F1,la_urban,relation_6356862,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK RELATION/6356862_WHOLE STOREY 2 FLOOR 0001_1,RELATION/6356862_F2_WHOLE,F2,la_urban,relation_6356862,auto,background,False,background,,,,,,,,
,,,,,la_urban,relation_6356862,auto,background,False,background,True,6.0,3.0,3.0,,,1.0,1.0
,,,,,la_urban,relation_6356862,building,background,False,background,True,0.0,1.0,0.0,,,1.0,0.0
,,,,,la_urban,relation_6356862,fast_zone,background,False,background,True,0.0,3.0,0.0,,,1.0,0.0
,,,,,la_urban,relation_6356862,floor,background,False,background,True,0.0,3.0,0.0,,,1.0,0.0
,,,,,la_urban,relation_6356862,layout_assign,background,False,background,True,0.0,27.0,0.0,,,0.0,0.0
Floor,0.0,BLOCK RELATION/6356884_WHOLE STOREY 0 FLOOR 0001,RELATION/6356884_F0_WHOLE,F0,la_urban,relation_6356884,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6356884_WHOLE STOREY 7 ROOF 0001,RELATION/6356884_F7_WHOLE,F7,la_urban,relation_6356884,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6356884_WHOLE STOREY 0 CEILING 0001_1,RELATION/6356884_F0_WHOLE,F0,la_urban,relation_6356884,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK RELATION/6356884_WHOLE STOREY 1 FLOOR 0001_1,RELATION/6356884_F1_WHOLE,F1,la_urban,relation_6356884,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK RELATION/6356884_WHOLE STOREY 1 CEILING 0001_1,RELATION/6356884_F1_WHOLE,F1,la_urban,relation_6356884,auto,background,False,background,,,,,,,,
