building_id,eui_kwh_m2,geometry_outcome
way/435822366,96.84,dwelling layout (observed)
way/435822367,91.08,geometry-limited massing box
way/435823567,42.56,dwelling layout (observed)
way/435823568,53.71,dwelling layout (observed)
way/435823569,42.6,geometry-limited massing box
way/435823571,42.66,dwelling layout (observed)
way/435823572,39.08,dwelling layout (observed)
way/435823575,180.28,dwelling layout (observed)
way/435823576,178.77,dwelling layout (observed)
way/435823577,42.78,geometry-limited massing box
way/435823578,106.21,geometry-limited massing box
way/435823582,38.85,geometry-limited massing box
way/435927686,28.85,geometry-limited massing box
way/435927690,75.78,dwelling layout (observed)
way/435927692,120.43,dwelling layout (observed)
way/435927693,33.61,geometry-limited massing box
way/435927694,29.23,geometry-limited massing box
way/435927695,39.69,geometry-limited massing box
way/435929951,127.7,dwelling layout (observed)
way/435929952,98.35,dwelling layout (observed)
way/435929953,34.52,geometry-limited massing box
way/435929954,108.09,dwelling layout (observed)
way/435930648,82.9,geometry-limited massing box
way/435930649,88.13,geometry-limited massing box
way/435930650,84.53,geometry-limited massing box
way/435932081,40.35,geometry-limited massing box
way/435932082,106.06,dwelling layout (observed)
way/435932083,181.25,geometry-limited massing box
way/435932205,95.95,dwelling layout (observed)
way/435932206,47.82,dwelling layout (observed)
way/435932207,30.34,geometry-limited massing box
way/435932208,127.89,dwelling layout (observed)
way/435932451,44.06,dwelling layout (observed)
way/435932452,39.98,dwelling layout (observed)
way/435938302,109.25,geometry-limited massing box
way/435941306,100.38,dwelling layout (observed)
way/435941312,50.32,dwelling layout (observed)
way/435941314,173.03,dwelling layout (observed)
way/435941321,116.94,dwelling layout (observed)
way/435941324,141.74,dwelling layout (observed)
way/435943258,57.9,dwelling layout (observed)
way/435943261,52.25,dwelling layout (observed)
way/435943791,135.15,dwelling layout (observed)
way/435943792,263.83,dwelling layout (observed)
way/435943795,46.71,dwelling layout (observed)
way/435943802,53.36,dwelling layout (observed)
way/542783222,31.67,dwelling layout (observed)
way/660242768,159.46,dwelling layout (observed)
way/671908209,30.77,geometry-limited massing box
way/941927213,297.91,dwelling layout (observed)
way/941927214,49.3,dwelling layout (observed)
way/941927215,96.97,dwelling layout (observed)
way/941927218,155.44,dwelling layout (observed)
way/941927220,288.68,dwelling layout (observed)
way/941927221,97.29,dwelling layout (observed)
way/941927229,99.55,dwelling layout (observed)
way/941927230,123.0,dwelling layout (observed)
way/941927231,115.87,dwelling layout (observed)
way/941927232,307.42,dwelling layout (observed)
way/941927233,37.8,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/941927234,45.49,dwelling layout (observed)
way/941927235,99.47,dwelling layout (observed)
way/941927239,436.67,dwelling layout (observed)
way/941927241,240.19,dwelling layout (observed)
way/941927243,292.87,dwelling layout (observed)
way/941927244,46.71,dwelling layout (observed)
way/941927245,265.14,dwelling layout (observed)
way/941927246,30.43,dwelling layout (observed)
way/941927247,226.36,dwelling layout (observed)
way/941927248,100.32,dwelling layout (observed)
way/941927249,193.56,dwelling layout (observed)
way/941927250,128.84,dwelling layout (observed)
way/941927251,218.48,dwelling layout (observed)
way/941927252,36.7,dwelling layout (observed)
way/941927253,140.05,dwelling layout (observed)
way/941927254,36.7,geometry-limited massing box
way/942352867,60.87,dwelling layout (observed)
way/942352868,43.24,dwelling layout (observed)
way/942352869,49.94,dwelling layout (observed)
way/942352870,87.09,geometry-limited massing box
way/942352871,89.61,dwelling layout (observed)
way/942352872,73.98,geometry-limited massing box
way/942352873,67.63,geometry-limited massing box
way/942352876,36.05,geometry-limited massing box
way/942352877,31.77,geometry-limited massing box
way/942352878,72.6,dwelling layout (observed)
way/942352881,80.13,geometry-limited massing box
way/942642640,43.98,dwelling layout (observed)
way/942666508,113.14,geometry-limited massing box
way/942677962,68.23,dwelling layout (observed)
way/942968868,81.89,dwelling layout (observed)
way/942968869,80.34,geometry-limited massing box
way/942968870,221.9,dwelling layout (observed)
way/942968871,100.06,geometry-limited massing box
way/942968873,170.5,dwelling layout (observed)
way/942968877,100.74,geometry-limited massing box
way/942968878,124.9,dwelling layout (observed)
way/947890583,31.93,geometry-limited massing box
way/947921662,99.08,geometry-limited massing box
way/948239061,434.59,dwelling layout (observed)
way/948239067,41.23,dwelling layout (observed)
way/948239068,70.57,dwelling layout (observed)
way/948836434,48.12,dwelling layout (observed)
way/949370797,102.69,dwelling layout (observed)
way/949370798,42.25,dwelling layout (observed)
way/949683581,85.15,dwelling layout (observed)
way/950132498,100.67,dwelling layout (observed)
way/950143786,30.98,geometry-limited massing box
way/952996070,98.22,geometry-limited massing box
way/952996071,111.41,dwelling layout (observed)
way/952996072,264.42,dwelling layout (observed)
way/953381371,94.78,geometry-limited massing box
way/953381372,50.74,dwelling layout (observed)
way/953381373,42.37,dwelling layout (observed)
way/953381375,87.59,dwelling layout (observed)
way/953381376,101.13,dwelling layout (observed)
way/953381378,51.24,dwelling layout (observed)
way/953381380,105.53,dwelling layout (observed)
way/953381381,67.49,dwelling layout (observed)
way/955886067,95.58,dwelling layout (observed)
way/955886068,97.8,dwelling layout (observed)
way/955886073,125.16,dwelling layout (observed)
way/956365709,307.21,dwelling layout (observed)
way/956365732,32.47,geometry-limited massing box
way/956615879,84.59,geometry-limited massing box
way/956615880,116.62,dwelling layout (observed)
way/956615885,160.92,dwelling layout (observed)
way/957114523,161.78,dwelling layout (observed)
way/957452701,158.27,dwelling layout (observed)
way/957452704,103.61,dwelling layout (observed)
way/957480058,153.85,dwelling layout (observed)
way/957480063,346.7,dwelling layout (observed)
way/957551186,84.46,geometry-limited massing box
way/957650433,53.63,dwelling layout (observed)
way/957650434,58.94,dwelling layout (observed)
way/957650438,40.92,dwelling layout (observed)
way/957650440,72.88,dwelling layout (observed)
way/957650449,87.85,dwelling layout (observed)
way/957847558,27.52,dwelling layout (observed)
way/957847559,39.51,dwelling layout (observed)
way/957847560,47.39,dwelling layout (observed)
way/965605235,92.81,dwelling layout (observed)
way/965605236,153.37,dwelling layout (imputed)
way/965605237,116.47,dwelling layout (imputed)
way/965605238,107.3,dwelling layout (observed)
way/965605241,78.76,dwelling layout (observed)
way/965605242,95.92,dwelling layout (observed)
way/965605243,86.04,geometry-limited massing box
way/965605244,38.6,geometry-limited massing box
way/965605245,52.92,dwelling layout (observed)
way/965605247,113.44,dwelling layout (observed)
way/965605248,289.93,dwelling layout (observed)
way/965605251,104.06,dwelling layout (observed)
way/965605253,120.25,geometry-limited massing box
way/965605254,46.08,dwelling layout (observed)
way/965605255,38.89,geometry-limited massing box
way/965605259,36.15,geometry-limited massing box
way/965605261,91.94,dwelling layout (observed)
way/965718572,28.39,geometry-limited massing box
way/966274050,51.94,dwelling layout (observed)
way/966274051,47.96,dwelling layout (observed)
way/966274052,40.43,geometry-limited massing box
way/966274053,113.73,dwelling layout (observed)
way/967387559,238.69,dwelling layout (observed)
way/968439455,33.45,geometry-limited massing box
way/991543626,405.06,dwelling layout (observed)
way/997250229,384.38,dwelling layout (observed)
way/997250230,371.52,dwelling layout (observed)
relation/3730743,79.46,geometry-limited massing box
relation/4154504,710.72,dwelling layout (observed)
relation/4154505,72.41,geometry-limited massing box
relation/4154506,79.7,geometry-limited massing box
relation/4154554,87.34,geometry-limited massing box
relation/4154555,91.76,geometry-limited massing box
relation/4154596,77.16,geometry-limited massing box
relation/4164892,54.17,geometry-limited massing box
relation/4164893,67.78,geometry-limited massing box
relation/4164894,62.32,geometry-limited massing box
relation/4164895,71.94,geometry-limited massing box
relation/4164961,101.03,dwelling layout (observed)
relation/4164962,98.6,geometry-limited massing box
relation/4164982,280.46,dwelling layout (observed)
relation/4164983,96.69,geometry-limited massing box
relation/4165178,54.02,geometry-limited massing box
relation/4165179,98.51,geometry-limited massing box
relation/4165180,77.14,geometry-limited massing box
relation/4165181,68.89,geometry-limited massing box
relation/4165182,68.09,geometry-limited massing box
relation/4169236,374.44,dwelling layout (observed)
relation/4172529,80.64,geometry-limited massing box
relation/4172530,83.38,geometry-limited massing box
relation/4172733,84.95,dwelling layout (observed)
relation/4172891,95.13,geometry-limited massing box
relation/4172892,78.88,geometry-limited massing box
relation/4179135,112.11,geometry-limited massing box
relation/4466638,71.06,geometry-limited massing box
relation/4495684,443.53,dwelling layout (observed)
relation/4678507,59.48,geometry-limited massing box
relation/4678509,56.98,geometry-limited massing box
relation/4835799,73.26,geometry-limited massing box
relation/4835800,135.41,geometry-limited massing box
relation/4835801,73.57,geometry-limited massing box
relation/5662801,86.2,geometry-limited massing box
relation/5662802,60.85,geometry-limited massing box
relation/5662803,44.57,dwelling layout (observed)
relation/5808693,54.84,geometry-limited massing box
relation/5808694,91.51,geometry-limited massing box
relation/5808695,80.9,geometry-limited massing box
relation/5808696,76.56,geometry-limited massing box
relation/5808697,86.65,geometry-limited massing box
relation/5808698,101.81,dwelling layout (observed)
relation/6382787,67.99,geometry-limited massing box
relation/12582232,90.46,geometry-limited massing box
relation/12582233,105.29,dwelling layout (observed)
relation/12582234,93.72,geometry-limited massing box
relation/12586384,632.48,dwelling layout (observed)
relation/12628570,72.81,geometry-limited massing box
relation/12628571,57.56,geometry-limited massing box
relation/12638102,535.3,dwelling layout (observed)
relation/12638103,56.5,geometry-limited massing box
relation/12700585,60.39,geometry-limited massing box
relation/12700645,94.2,geometry-limited massing box
relation/12702624,352.71,dwelling layout (observed)
relation/12702625,92.11,geometry-limited massing box
relation/12702626,101.2,geometry-limited massing box
relation/12702627,86.09,geometry-limited massing box
relation/12702628,107.72,geometry-limited massing box
relation/12702629,88.08,dwelling layout (observed)
relation/12702630,60.82,geometry-limited massing box
relation/12702631,96.07,geometry-limited massing box
relation/12702632,322.96,dwelling layout (observed)
relation/12704090,63.09,geometry-limited massing box
relation/12706920,104.68,geometry-limited massing box
relation/12707193,82.56,geometry-limited massing box
relation/12707194,78.75,geometry-limited massing box
relation/12707195,121.2,geometry-limited massing box
relation/12713025,92.12,geometry-limited massing box
relation/12713026,87.68,geometry-limited massing box
relation/12720242,305.29,dwelling layout (observed)
relation/12725306,89.16,geometry-limited massing box
relation/12743488,76.11,geometry-limited massing box
relation/12765477,60.29,geometry-limited massing box
relation/12765478,70.82,geometry-limited massing box
relation/12771675,103.29,geometry-limited massing box
relation/12771676,125.38,dwelling layout (observed)
relation/12794755,88.7,dwelling layout (observed)
relation/12800463,92.92,geometry-limited massing box
relation/12800464,94.24,geometry-limited massing box
relation/12800465,78.87,geometry-limited massing box
relation/12803889,31.46,geometry-limited massing box
relation/12803902,97.39,geometry-limited massing box
relation/12818819,37.32,geometry-limited massing box
relation/12837455,113.69,dwelling layout (observed)
relation/12837456,121.77,geometry-limited massing box
relation/12837457,202.15,dwelling layout (observed)
relation/12863111,74.45,geometry-limited massing box
relation/12876435,82.89,geometry-limited massing box
relation/12876436,350.05,dwelling layout (observed)
relation/12876437,136.42,geometry-limited massing box
relation/12877779,40.2,geometry-limited massing box
relation/12877780,117.08,dwelling layout (observed)
relation/12882209,36.58,geometry-limited massing box
relation/12882211,33.34,geometry-limited massing box
relation/12891866,69.61,geometry-limited massing box
relation/12891867,137.18,dwelling layout (observed)
relation/12891868,210.68,dwelling layout (observed)
relation/12931517,251.13,dwelling layout (observed)
relation/12931518,80.92,geometry-limited massing box
relation/12993356,37.39,geometry-limited massing box
relation/13005466,162.93,dwelling layout (observed)
relation/13033800,114.91,dwelling layout (observed)
relation/13033801,89.31,geometry-limited massing box
relation/13146436,95.01,dwelling layout (observed)
relation/13146437,61.52,geometry-limited massing box
relation/13160790,75.76,geometry-limited massing box
relation/13160791,90.28,geometry-limited massing box
relation/13263924,101.56,geometry-limited massing box
relation/13263925,170.9,dwelling layout (observed)
relation/13263926,325.9,dwelling layout (observed)
relation/13296657,63.65,geometry-limited massing box
relation/13306447,99.12,dwelling layout (observed)
relation/13306448,94.6,dwelling layout (observed)
relation/13307655,116.71,dwelling layout (observed)
relation/13340529,72.66,dwelling layout (observed)
relation/13340530,103.71,dwelling layout (observed)
relation/13381288,112.69,dwelling layout (observed)
relation/13430481,118.36,geometry-limited massing box
relation/13430482,245.83,dwelling layout (observed)
